"","location","parameter","value","unit","country","city","latitude","longitude","dateUTC","dateLocal","cityURL","locationURL"
"1","CRRI Mathura Road, Delhi - IMD","pm10",62.85,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-02-22 00:00:00,2020-02-22,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"2","Dwarka-Sector 8, Delhi - DPCC ","pm10",84,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-02-22 00:00:00,2020-02-22,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"3","Sonia Vihar, Delhi - DPCC","pm10",58,"µg/m³","IN","Delhi",28.710508,77.249485,2020-02-22 00:00:00,2020-02-22,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"4","Patparganj, Delhi - DPCC","pm10",62,"µg/m³","IN","Delhi",28.623748,77.287205,2020-02-22 00:00:00,2020-02-22,"Delhi","Patparganj%2C+Delhi+-+DPCC"
"5","IGI Airport (T3), Delhi - IMD","pm10",50.45,"µg/m³","IN","Delhi",28.5627763,77.1180053,2020-02-22 00:00:00,2020-02-22,"Delhi","IGI+Airport+%28T3%29%2C+Delhi+-+IMD"
"6","Najafgarh, Delhi - DPCC","pm10",89,"µg/m³","IN","Delhi",28.570173,76.933762,2020-02-22 00:00:00,2020-02-22,"Delhi","Najafgarh%2C+Delhi+-+DPCC"
"7","Okhla Phase-2, Delhi - DPCC","pm10",83,"µg/m³","IN","Delhi",28.530785,77.271255,2020-02-22 00:00:00,2020-02-22,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"8","Vivek Vihar, Delhi - DPCC","pm10",102,"µg/m³","IN","Delhi",28.672342,77.31526,2020-02-22 00:00:00,2020-02-22,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"9","Wazirpur, Delhi - DPCC","pm10",97,"µg/m³","IN","Delhi",28.699793,77.165453,2020-02-22 00:00:00,2020-02-22,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"10","Nehru Nagar, Delhi - DPCC","pm10",96,"µg/m³","IN","Delhi",28.56789,77.250515,2020-02-22 00:00:00,2020-02-22,"Delhi","Nehru+Nagar%2C+Delhi+-+DPCC"
"11","Bawana, Delhi - DPCC","pm10",69,"µg/m³","IN","Delhi",28.7762,77.051074,2020-02-22 00:00:00,2020-02-22,"Delhi","Bawana%2C+Delhi+-+DPCC"
"12","Major Dhyan Chand National Stadium, Delhi - DPCC","pm10",106,"µg/m³","IN","Delhi",28.611281,77.237738,2020-02-22 00:00:00,2020-02-22,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
"13","Rohini, Delhi - DPCC","pm10",81,"µg/m³","IN","Delhi",28.732528,77.11992,2020-02-22 00:00:00,2020-02-22,"Delhi","Rohini%2C+Delhi+-+DPCC"
"14","Jawaharlal Nehru Stadium, Delhi - DPCC","pm10",91,"µg/m³","IN","Delhi",28.58028,77.233829,2020-02-22 00:00:00,2020-02-22,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"15","Lodhi Road, Delhi - IMD","pm10",82.91,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-02-22 00:00:00,2020-02-22,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"16","Jahangirpuri, Delhi - DPCC","pm10",67,"µg/m³","IN","Delhi",28.73282,77.170633,2020-02-22 00:00:00,2020-02-22,"Delhi","Jahangirpuri%2C+Delhi+-+DPCC"
"17","Anand Vihar, Delhi - DPCC","pm10",91,"µg/m³","IN","Delhi",28.646835,77.316032,2020-02-22 00:00:00,2020-02-22,"Delhi","Anand+Vihar%2C+Delhi+-+DPCC"
"18","R K Puram, Delhi - DPCC","pm10",89,"µg/m³","IN","Delhi",28.563262,77.186937,2020-02-22 00:00:00,2020-02-22,"Delhi","R+K+Puram%2C+Delhi+-+DPCC"
"19","North Campus, DU, Delhi - IMD","pm10",95.15,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-02-22 00:00:00,2020-02-22,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"20","DTU, Delhi - CPCB","pm10",112,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-02-22 00:00:00,2020-02-22,"Delhi","DTU%2C+Delhi+-+CPCB"
"21","Sri Aurobindo Marg, Delhi - DPCC","pm10",66,"µg/m³","IN","Delhi",28.531346,77.190156,2020-02-22 00:00:00,2020-02-22,"Delhi","Sri+Aurobindo+Marg%2C+Delhi+-+DPCC"
"22","Punjabi Bagh, Delhi - DPCC","pm10",81,"µg/m³","IN","Delhi",28.674045,77.131023,2020-02-22 00:00:00,2020-02-22,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"23","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm10",83,"µg/m³","IN","Delhi",28.498571,77.26484,2020-02-22 00:00:00,2020-02-22,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"24","Pusa, Delhi - IMD","pm10",40.56,"µg/m³","IN","Delhi",28.639645,77.146263,2020-02-22 00:00:00,2020-02-22,"Delhi","Pusa%2C+Delhi+-+IMD"
"25","Alipur, Delhi - DPCC","pm10",46,"µg/m³","IN","Delhi",28.815329,77.15301,2020-02-22 00:00:00,2020-02-22,"Delhi","Alipur%2C+Delhi+-+DPCC"
"26","Anand Vihar, Delhi - DPCC","pm10",91,"µg/m³","IN","Delhi",28.646835,77.316032,2020-02-21 23:45:00,2020-02-22,"Delhi","Anand+Vihar%2C+Delhi+-+DPCC"
"27","Sirifort, Delhi - CPCB","pm10",97,"µg/m³","IN","Delhi",28.5504249,77.2159377,2020-02-21 23:45:00,2020-02-22,"Delhi","Sirifort%2C+Delhi+-+CPCB"
"28","DTU, Delhi - CPCB","pm10",112,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-02-21 23:45:00,2020-02-22,"Delhi","DTU%2C+Delhi+-+CPCB"
"29","Rohini, Delhi - DPCC","pm10",81,"µg/m³","IN","Delhi",28.732528,77.11992,2020-02-21 23:45:00,2020-02-22,"Delhi","Rohini%2C+Delhi+-+DPCC"
"30","Bawana, Delhi - DPCC","pm10",69,"µg/m³","IN","Delhi",28.7762,77.051074,2020-02-21 23:45:00,2020-02-22,"Delhi","Bawana%2C+Delhi+-+DPCC"
"31","Vivek Vihar, Delhi - DPCC","pm10",86,"µg/m³","IN","Delhi",28.672342,77.31526,2020-02-21 23:45:00,2020-02-22,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"32","Dwarka-Sector 8, Delhi - DPCC ","pm10",84,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-02-21 23:45:00,2020-02-22,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"33","Narela, Delhi - DPCC","pm10",100,"µg/m³","IN","Delhi",28.822836,77.101981,2020-02-21 23:45:00,2020-02-22,"Delhi","Narela%2C+Delhi+-+DPCC"
"34","CRRI Mathura Road, Delhi - IMD","pm10",66.72,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-02-21 23:45:00,2020-02-22,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"35","Major Dhyan Chand National Stadium, Delhi - DPCC","pm10",106,"µg/m³","IN","Delhi",28.611281,77.237738,2020-02-21 23:45:00,2020-02-22,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
"36","North Campus, DU, Delhi - IMD","pm10",92.69,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-02-21 23:45:00,2020-02-22,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"37","Wazirpur, Delhi - DPCC","pm10",83,"µg/m³","IN","Delhi",28.699793,77.165453,2020-02-21 23:45:00,2020-02-22,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"38","Jawaharlal Nehru Stadium, Delhi - DPCC","pm10",91,"µg/m³","IN","Delhi",28.58028,77.233829,2020-02-21 23:45:00,2020-02-22,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"39","Okhla Phase-2, Delhi - DPCC","pm10",83,"µg/m³","IN","Delhi",28.530785,77.271255,2020-02-21 23:45:00,2020-02-22,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"40","Najafgarh, Delhi - DPCC","pm10",89,"µg/m³","IN","Delhi",28.570173,76.933762,2020-02-21 23:45:00,2020-02-22,"Delhi","Najafgarh%2C+Delhi+-+DPCC"
"41","Aya Nagar, Delhi - IMD","pm10",41.02,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-02-21 23:45:00,2020-02-22,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"42","Lodhi Road, Delhi - IMD","pm10",78.67,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-02-21 23:45:00,2020-02-22,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"43","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm10",83,"µg/m³","IN","Delhi",28.498571,77.26484,2020-02-21 23:45:00,2020-02-22,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"44","Punjabi Bagh, Delhi - DPCC","pm10",81,"µg/m³","IN","Delhi",28.674045,77.131023,2020-02-21 23:45:00,2020-02-22,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"45","Sri Aurobindo Marg, Delhi - DPCC","pm10",63,"µg/m³","IN","Delhi",28.531346,77.190156,2020-02-21 23:45:00,2020-02-22,"Delhi","Sri+Aurobindo+Marg%2C+Delhi+-+DPCC"
"46","Anand Vihar, Delhi - DPCC","pm10",91,"µg/m³","IN","Delhi",28.646835,77.316032,2020-02-21 23:30:00,2020-02-22,"Delhi","Anand+Vihar%2C+Delhi+-+DPCC"
"47","Lodhi Road, Delhi - IMD","pm10",66.5,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-02-21 23:30:00,2020-02-22,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"48","Aya Nagar, Delhi - IMD","pm10",41.26,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-02-21 23:30:00,2020-02-22,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"49","CRRI Mathura Road, Delhi - IMD","pm10",72.81,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-02-21 23:30:00,2020-02-22,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"50","IGI Airport (T3), Delhi - IMD","pm10",71.45,"µg/m³","IN","Delhi",28.5627763,77.1180053,2020-02-21 23:30:00,2020-02-22,"Delhi","IGI+Airport+%28T3%29%2C+Delhi+-+IMD"
"51","North Campus, DU, Delhi - IMD","pm10",98.19,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-02-21 23:30:00,2020-02-22,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"52","DTU, Delhi - CPCB","pm10",112,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-02-21 23:30:00,2020-02-22,"Delhi","DTU%2C+Delhi+-+CPCB"
"53","Sirifort, Delhi - CPCB","pm10",96,"µg/m³","IN","Delhi",28.5504249,77.2159377,2020-02-21 23:30:00,2020-02-22,"Delhi","Sirifort%2C+Delhi+-+CPCB"
"54","Dwarka-Sector 8, Delhi - DPCC ","pm10",84,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-02-21 23:30:00,2020-02-22,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"55","Jahangirpuri, Delhi - DPCC","pm10",67,"µg/m³","IN","Delhi",28.73282,77.170633,2020-02-21 23:30:00,2020-02-22,"Delhi","Jahangirpuri%2C+Delhi+-+DPCC"
"56","Jawaharlal Nehru Stadium, Delhi - DPCC","pm10",91,"µg/m³","IN","Delhi",28.58028,77.233829,2020-02-21 23:30:00,2020-02-22,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"57","Sonia Vihar, Delhi - DPCC","pm10",58,"µg/m³","IN","Delhi",28.710508,77.249485,2020-02-21 23:30:00,2020-02-22,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"58","Patparganj, Delhi - DPCC","pm10",62,"µg/m³","IN","Delhi",28.623748,77.287205,2020-02-21 23:30:00,2020-02-22,"Delhi","Patparganj%2C+Delhi+-+DPCC"
"59","Rohini, Delhi - DPCC","pm10",81,"µg/m³","IN","Delhi",28.732528,77.11992,2020-02-21 23:30:00,2020-02-22,"Delhi","Rohini%2C+Delhi+-+DPCC"
"60","Bawana, Delhi - DPCC","pm10",69,"µg/m³","IN","Delhi",28.7762,77.051074,2020-02-21 23:30:00,2020-02-22,"Delhi","Bawana%2C+Delhi+-+DPCC"
"61","R K Puram, Delhi - DPCC","pm10",89,"µg/m³","IN","Delhi",28.563262,77.186937,2020-02-21 23:30:00,2020-02-22,"Delhi","R+K+Puram%2C+Delhi+-+DPCC"
"62","Punjabi Bagh, Delhi - DPCC","pm10",81,"µg/m³","IN","Delhi",28.674045,77.131023,2020-02-21 23:30:00,2020-02-22,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"63","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm10",83,"µg/m³","IN","Delhi",28.498571,77.26484,2020-02-21 23:30:00,2020-02-22,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"64","Najafgarh, Delhi - DPCC","pm10",89,"µg/m³","IN","Delhi",28.570173,76.933762,2020-02-21 23:30:00,2020-02-22,"Delhi","Najafgarh%2C+Delhi+-+DPCC"
"65","Major Dhyan Chand National Stadium, Delhi - DPCC","pm10",106,"µg/m³","IN","Delhi",28.611281,77.237738,2020-02-21 23:30:00,2020-02-22,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
"66","Vivek Vihar, Delhi - DPCC","pm10",86,"µg/m³","IN","Delhi",28.672342,77.31526,2020-02-21 23:30:00,2020-02-22,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"67","Narela, Delhi - DPCC","pm10",100,"µg/m³","IN","Delhi",28.822836,77.101981,2020-02-21 23:30:00,2020-02-22,"Delhi","Narela%2C+Delhi+-+DPCC"
"68","Wazirpur, Delhi - DPCC","pm10",83,"µg/m³","IN","Delhi",28.699793,77.165453,2020-02-21 23:30:00,2020-02-22,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"69","Sri Aurobindo Marg, Delhi - DPCC","pm10",63,"µg/m³","IN","Delhi",28.531346,77.190156,2020-02-21 23:30:00,2020-02-22,"Delhi","Sri+Aurobindo+Marg%2C+Delhi+-+DPCC"
"70","Alipur, Delhi - DPCC","pm10",53,"µg/m³","IN","Delhi",28.815329,77.15301,2020-02-21 23:30:00,2020-02-22,"Delhi","Alipur%2C+Delhi+-+DPCC"
"71","Alipur, Delhi - DPCC","pm10",53,"µg/m³","IN","Delhi",28.815329,77.15301,2020-02-21 23:15:00,2020-02-22,"Delhi","Alipur%2C+Delhi+-+DPCC"
"72","Okhla Phase-2, Delhi - DPCC","pm10",83,"µg/m³","IN","Delhi",28.530785,77.271255,2020-02-21 23:15:00,2020-02-22,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"73","Narela, Delhi - DPCC","pm10",100,"µg/m³","IN","Delhi",28.822836,77.101981,2020-02-21 23:15:00,2020-02-22,"Delhi","Narela%2C+Delhi+-+DPCC"
"74","Najafgarh, Delhi - DPCC","pm10",89,"µg/m³","IN","Delhi",28.570173,76.933762,2020-02-21 23:15:00,2020-02-22,"Delhi","Najafgarh%2C+Delhi+-+DPCC"
"75","Punjabi Bagh, Delhi - DPCC","pm10",81,"µg/m³","IN","Delhi",28.674045,77.131023,2020-02-21 23:15:00,2020-02-22,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"76","R K Puram, Delhi - DPCC","pm10",70,"µg/m³","IN","Delhi",28.563262,77.186937,2020-02-21 23:15:00,2020-02-22,"Delhi","R+K+Puram%2C+Delhi+-+DPCC"
"77","IGI Airport (T3), Delhi - IMD","pm10",66.36,"µg/m³","IN","Delhi",28.5627763,77.1180053,2020-02-21 23:15:00,2020-02-22,"Delhi","IGI+Airport+%28T3%29%2C+Delhi+-+IMD"
"78","Aya Nagar, Delhi - IMD","pm10",42.38,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-02-21 23:15:00,2020-02-22,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"79","Jawaharlal Nehru Stadium, Delhi - DPCC","pm10",91,"µg/m³","IN","Delhi",28.58028,77.233829,2020-02-21 23:15:00,2020-02-22,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"80","Jahangirpuri, Delhi - DPCC","pm10",79,"µg/m³","IN","Delhi",28.73282,77.170633,2020-02-21 23:15:00,2020-02-22,"Delhi","Jahangirpuri%2C+Delhi+-+DPCC"
"81","Lodhi Road, Delhi - IMD","pm10",54.35,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-02-21 23:15:00,2020-02-22,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"82","Dwarka-Sector 8, Delhi - DPCC ","pm10",84,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-02-21 23:15:00,2020-02-22,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"83","Anand Vihar, Delhi - DPCC","pm10",91,"µg/m³","IN","Delhi",28.646835,77.316032,2020-02-21 23:15:00,2020-02-22,"Delhi","Anand+Vihar%2C+Delhi+-+DPCC"
"84","CRRI Mathura Road, Delhi - IMD","pm10",82.72,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-02-21 23:15:00,2020-02-22,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"85","North Campus, DU, Delhi - IMD","pm10",96.37,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-02-21 23:15:00,2020-02-22,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"86","Bawana, Delhi - DPCC","pm10",134,"µg/m³","IN","Delhi",28.7762,77.051074,2020-02-21 23:15:00,2020-02-22,"Delhi","Bawana%2C+Delhi+-+DPCC"
"87","Sri Aurobindo Marg, Delhi - DPCC","pm10",63,"µg/m³","IN","Delhi",28.531346,77.190156,2020-02-21 23:15:00,2020-02-22,"Delhi","Sri+Aurobindo+Marg%2C+Delhi+-+DPCC"
"88","Vivek Vihar, Delhi - DPCC","pm10",86,"µg/m³","IN","Delhi",28.672342,77.31526,2020-02-21 23:15:00,2020-02-22,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"89","Patparganj, Delhi - DPCC","pm10",62,"µg/m³","IN","Delhi",28.623748,77.287205,2020-02-21 23:15:00,2020-02-22,"Delhi","Patparganj%2C+Delhi+-+DPCC"
"90","Sonia Vihar, Delhi - DPCC","pm10",58,"µg/m³","IN","Delhi",28.710508,77.249485,2020-02-21 23:15:00,2020-02-22,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"91","Wazirpur, Delhi - DPCC","pm10",83,"µg/m³","IN","Delhi",28.699793,77.165453,2020-02-21 23:15:00,2020-02-22,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"92","Rohini, Delhi - DPCC","pm10",81,"µg/m³","IN","Delhi",28.732528,77.11992,2020-02-21 23:15:00,2020-02-22,"Delhi","Rohini%2C+Delhi+-+DPCC"
"93","Major Dhyan Chand National Stadium, Delhi - DPCC","pm10",106,"µg/m³","IN","Delhi",28.611281,77.237738,2020-02-21 23:15:00,2020-02-22,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
"94","DTU, Delhi - CPCB","pm10",156,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-02-21 23:15:00,2020-02-22,"Delhi","DTU%2C+Delhi+-+CPCB"
"95","Sirifort, Delhi - CPCB","pm10",91,"µg/m³","IN","Delhi",28.5504249,77.2159377,2020-02-21 23:15:00,2020-02-22,"Delhi","Sirifort%2C+Delhi+-+CPCB"
"96","Nehru Nagar, Delhi - DPCC","pm10",96,"µg/m³","IN","Delhi",28.56789,77.250515,2020-02-21 23:15:00,2020-02-22,"Delhi","Nehru+Nagar%2C+Delhi+-+DPCC"
"97","Aya Nagar, Delhi - IMD","pm10",46.22,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-02-21 23:00:00,2020-02-22,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"98","DTU, Delhi - CPCB","pm10",156,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-02-21 23:00:00,2020-02-22,"Delhi","DTU%2C+Delhi+-+CPCB"
"99","Jawaharlal Nehru Stadium, Delhi - DPCC","pm10",86,"µg/m³","IN","Delhi",28.58028,77.233829,2020-02-21 23:00:00,2020-02-22,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"100","Rohini, Delhi - DPCC","pm10",85,"µg/m³","IN","Delhi",28.732528,77.11992,2020-02-21 23:00:00,2020-02-22,"Delhi","Rohini%2C+Delhi+-+DPCC"
"101","Patparganj, Delhi - DPCC","pm10",53,"µg/m³","IN","Delhi",28.623748,77.287205,2020-02-21 23:00:00,2020-02-22,"Delhi","Patparganj%2C+Delhi+-+DPCC"
"102","Sonia Vihar, Delhi - DPCC","pm10",63,"µg/m³","IN","Delhi",28.710508,77.249485,2020-02-21 23:00:00,2020-02-22,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"103","Bawana, Delhi - DPCC","pm10",134,"µg/m³","IN","Delhi",28.7762,77.051074,2020-02-21 23:00:00,2020-02-22,"Delhi","Bawana%2C+Delhi+-+DPCC"
"104","Nehru Nagar, Delhi - DPCC","pm10",99,"µg/m³","IN","Delhi",28.56789,77.250515,2020-02-21 23:00:00,2020-02-22,"Delhi","Nehru+Nagar%2C+Delhi+-+DPCC"
"105","Major Dhyan Chand National Stadium, Delhi - DPCC","pm10",90,"µg/m³","IN","Delhi",28.611281,77.237738,2020-02-21 23:00:00,2020-02-22,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
"106","Dwarka-Sector 8, Delhi - DPCC ","pm10",95,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-02-21 23:00:00,2020-02-22,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"107","Anand Vihar, Delhi - DPCC","pm10",77,"µg/m³","IN","Delhi",28.646835,77.316032,2020-02-21 23:00:00,2020-02-22,"Delhi","Anand+Vihar%2C+Delhi+-+DPCC"
"108","Lodhi Road, Delhi - IMD","pm10",61.76,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-02-21 23:00:00,2020-02-22,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"109","Alipur, Delhi - DPCC","pm10",53,"µg/m³","IN","Delhi",28.815329,77.15301,2020-02-21 23:00:00,2020-02-22,"Delhi","Alipur%2C+Delhi+-+DPCC"
"110","CRRI Mathura Road, Delhi - IMD","pm10",82.34,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-02-21 23:00:00,2020-02-22,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"111","North Campus, DU, Delhi - IMD","pm10",89.84,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-02-21 23:00:00,2020-02-22,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"112","Sri Aurobindo Marg, Delhi - DPCC","pm10",63,"µg/m³","IN","Delhi",28.531346,77.190156,2020-02-21 23:00:00,2020-02-22,"Delhi","Sri+Aurobindo+Marg%2C+Delhi+-+DPCC"
"113","Vivek Vihar, Delhi - DPCC","pm10",86,"µg/m³","IN","Delhi",28.672342,77.31526,2020-02-21 23:00:00,2020-02-22,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"114","Wazirpur, Delhi - DPCC","pm10",83,"µg/m³","IN","Delhi",28.699793,77.165453,2020-02-21 23:00:00,2020-02-22,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"115","Najafgarh, Delhi - DPCC","pm10",92,"µg/m³","IN","Delhi",28.570173,76.933762,2020-02-21 23:00:00,2020-02-22,"Delhi","Najafgarh%2C+Delhi+-+DPCC"
"116","Okhla Phase-2, Delhi - DPCC","pm10",101,"µg/m³","IN","Delhi",28.530785,77.271255,2020-02-21 23:00:00,2020-02-22,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"117","Punjabi Bagh, Delhi - DPCC","pm10",72,"µg/m³","IN","Delhi",28.674045,77.131023,2020-02-21 23:00:00,2020-02-22,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"118","R K Puram, Delhi - DPCC","pm10",70,"µg/m³","IN","Delhi",28.563262,77.186937,2020-02-21 23:00:00,2020-02-22,"Delhi","R+K+Puram%2C+Delhi+-+DPCC"
"119","Sirifort, Delhi - CPCB","pm10",91,"µg/m³","IN","Delhi",28.5504249,77.2159377,2020-02-21 23:00:00,2020-02-22,"Delhi","Sirifort%2C+Delhi+-+CPCB"
"120","Bawana, Delhi - DPCC","pm10",134,"µg/m³","IN","Delhi",28.7762,77.051074,2020-02-21 22:45:00,2020-02-22,"Delhi","Bawana%2C+Delhi+-+DPCC"
"121","Sonia Vihar, Delhi - DPCC","pm10",63,"µg/m³","IN","Delhi",28.710508,77.249485,2020-02-21 22:45:00,2020-02-22,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"122","Okhla Phase-2, Delhi - DPCC","pm10",101,"µg/m³","IN","Delhi",28.530785,77.271255,2020-02-21 22:45:00,2020-02-22,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"123","Narela, Delhi - DPCC","pm10",111,"µg/m³","IN","Delhi",28.822836,77.101981,2020-02-21 22:45:00,2020-02-22,"Delhi","Narela%2C+Delhi+-+DPCC"
