"","location","parameter","value","unit","country","city","latitude","longitude","dateUTC","dateLocal","cityURL","locationURL"
"48","Pusa, Delhi - IMD","pm25",-62.3,"µg/m³","IN","Delhi",28.639645,77.146263,2020-04-03 23:30:00,2020-04-04,"Delhi","Pusa%2C+Delhi+-+IMD"
"49","Patparganj, Delhi - DPCC","pm25",33,"µg/m³","IN","Delhi",28.623748,77.287205,2020-04-03 23:30:00,2020-04-04,"Delhi","Patparganj%2C+Delhi+-+DPCC"
"50","Sonia Vihar, Delhi - DPCC","pm25",41,"µg/m³","IN","Delhi",28.710508,77.249485,2020-04-03 23:30:00,2020-04-04,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"51","Rohini, Delhi - DPCC","pm25",51,"µg/m³","IN","Delhi",28.732528,77.11992,2020-04-03 23:30:00,2020-04-04,"Delhi","Rohini%2C+Delhi+-+DPCC"
"52","US Diplomatic Post: New Delhi","pm25",34,"µg/m³","IN","Delhi",28.63576,77.22445,2020-04-03 23:30:00,2020-04-04,"Delhi","US+Diplomatic+Post%3A+New+Delhi"
"53","Nehru Nagar, Delhi - DPCC","pm25",36,"µg/m³","IN","Delhi",28.56789,77.250515,2020-04-03 23:30:00,2020-04-04,"Delhi","Nehru+Nagar%2C+Delhi+-+DPCC"
"54","Jawaharlal Nehru Stadium, Delhi - DPCC","pm25",31,"µg/m³","IN","Delhi",28.58028,77.233829,2020-04-03 23:30:00,2020-04-04,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"55","Jahangirpuri, Delhi - DPCC","pm25",61,"µg/m³","IN","Delhi",28.73282,77.170633,2020-04-03 23:30:00,2020-04-04,"Delhi","Jahangirpuri%2C+Delhi+-+DPCC"
"56","Dwarka-Sector 8, Delhi - DPCC ","pm25",74,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-04-03 23:30:00,2020-04-04,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"57","Aya Nagar, Delhi - IMD","pm25",41.31,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-04-03 23:30:00,2020-04-04,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"58","ITO, Delhi - CPCB","pm25",32,"µg/m³","IN","Delhi",28.628624,77.24106,2020-04-03 23:30:00,2020-04-04,"Delhi","ITO%2C+Delhi+-+CPCB"
"59","Lodhi Road, Delhi - IMD","pm25",29.2,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-04-03 23:30:00,2020-04-04,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"60","Wazirpur, Delhi - DPCC","pm25",68,"µg/m³","IN","Delhi",28.699793,77.165453,2020-04-03 23:30:00,2020-04-04,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"61","Mundka, Delhi - DPCC","pm25",143,"µg/m³","IN","Delhi",28.684678,77.076574,2020-04-03 23:30:00,2020-04-04,"Delhi","Mundka%2C+Delhi+-+DPCC"
"62","Sri Aurobindo Marg, Delhi - DPCC","pm25",34,"µg/m³","IN","Delhi",28.531346,77.190156,2020-04-03 23:30:00,2020-04-04,"Delhi","Sri+Aurobindo+Marg%2C+Delhi+-+DPCC"
"63","Alipur, Delhi - DPCC","pm25",38,"µg/m³","IN","Delhi",28.815329,77.15301,2020-04-03 23:30:00,2020-04-04,"Delhi","Alipur%2C+Delhi+-+DPCC"
"64","DTU, Delhi - CPCB","pm25",44.69,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-04-03 23:30:00,2020-04-04,"Delhi","DTU%2C+Delhi+-+CPCB"
"65","Mandir Marg, Delhi - DPCC","pm25",34,"µg/m³","IN","Delhi",28.636429,77.201067,2020-04-03 23:30:00,2020-04-04,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"66","CRRI Mathura Road, Delhi - IMD","pm25",26.01,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-04-03 23:30:00,2020-04-04,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"67","IHBAS, Dilshad Garden, Delhi - CPCB","pm25",10.5,"µg/m³","IN","Delhi",28.6811736,77.3025234,2020-04-03 23:30:00,2020-04-04,"Delhi","IHBAS%2C+Dilshad+Garden%2C+Delhi+-+CPCB"
"68","Shadipur, Delhi - CPCB","pm25",11.27,"µg/m³","IN","Delhi",28.6514781,77.1473105,2020-04-03 23:30:00,2020-04-04,"Delhi","Shadipur%2C+Delhi+-+CPCB"
"69","Vivek Vihar, Delhi - DPCC","pm25",35,"µg/m³","IN","Delhi",28.672342,77.31526,2020-04-03 23:30:00,2020-04-04,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"70","Okhla Phase-2, Delhi - DPCC","pm25",40,"µg/m³","IN","Delhi",28.530785,77.271255,2020-04-03 23:30:00,2020-04-04,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"71","IGI Airport (T3), Delhi - IMD","pm25",72.73,"µg/m³","IN","Delhi",28.5627763,77.1180053,2020-04-03 23:30:00,2020-04-04,"Delhi","IGI+Airport+%28T3%29%2C+Delhi+-+IMD"
"72","NSIT Dwarka, Delhi - CPCB","pm25",42.37,"µg/m³","IN","Delhi",28.60909,77.0325413,2020-04-03 23:30:00,2020-04-04,"Delhi","NSIT+Dwarka%2C+Delhi+-+CPCB"
"73","Ashok Vihar, Delhi - DPCC","pm25",70,"µg/m³","IN","Delhi",28.695381,77.181665,2020-04-03 23:30:00,2020-04-04,"Delhi","Ashok+Vihar%2C+Delhi+-+DPCC"
"74","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm25",36,"µg/m³","IN","Delhi",28.498571,77.26484,2020-04-03 23:30:00,2020-04-04,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"75","Punjabi Bagh, Delhi - DPCC","pm25",39,"µg/m³","IN","Delhi",28.674045,77.131023,2020-04-03 23:30:00,2020-04-04,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"76","Pusa, Delhi - IMD","pm25",-55.91,"µg/m³","IN","Delhi",28.639645,77.146263,2020-04-03 23:15:00,2020-04-04,"Delhi","Pusa%2C+Delhi+-+IMD"
"77","Lodhi Road, Delhi - IMD","pm25",31.7,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-04-03 23:15:00,2020-04-04,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"78","Sonia Vihar, Delhi - DPCC","pm25",41,"µg/m³","IN","Delhi",28.710508,77.249485,2020-04-03 23:15:00,2020-04-04,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"79","Nehru Nagar, Delhi - DPCC","pm25",36,"µg/m³","IN","Delhi",28.56789,77.250515,2020-04-03 23:15:00,2020-04-04,"Delhi","Nehru+Nagar%2C+Delhi+-+DPCC"
"80","Rohini, Delhi - DPCC","pm25",51,"µg/m³","IN","Delhi",28.732528,77.11992,2020-04-03 23:15:00,2020-04-04,"Delhi","Rohini%2C+Delhi+-+DPCC"
"81","DTU, Delhi - CPCB","pm25",50.28,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-04-03 23:15:00,2020-04-04,"Delhi","DTU%2C+Delhi+-+CPCB"
"82","CRRI Mathura Road, Delhi - IMD","pm25",31.85,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-04-03 23:15:00,2020-04-04,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"83","Jawaharlal Nehru Stadium, Delhi - DPCC","pm25",31,"µg/m³","IN","Delhi",28.58028,77.233829,2020-04-03 23:15:00,2020-04-04,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"84","IHBAS, Dilshad Garden, Delhi - CPCB","pm25",11,"µg/m³","IN","Delhi",28.6811736,77.3025234,2020-04-03 23:15:00,2020-04-04,"Delhi","IHBAS%2C+Dilshad+Garden%2C+Delhi+-+CPCB"
"85","Shadipur, Delhi - CPCB","pm25",12.54,"µg/m³","IN","Delhi",28.6514781,77.1473105,2020-04-03 23:15:00,2020-04-04,"Delhi","Shadipur%2C+Delhi+-+CPCB"
"86","Okhla Phase-2, Delhi - DPCC","pm25",40,"µg/m³","IN","Delhi",28.530785,77.271255,2020-04-03 23:15:00,2020-04-04,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"87","Wazirpur, Delhi - DPCC","pm25",68,"µg/m³","IN","Delhi",28.699793,77.165453,2020-04-03 23:15:00,2020-04-04,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"88","Jahangirpuri, Delhi - DPCC","pm25",57,"µg/m³","IN","Delhi",28.73282,77.170633,2020-04-03 23:15:00,2020-04-04,"Delhi","Jahangirpuri%2C+Delhi+-+DPCC"
"89","ITO, Delhi - CPCB","pm25",36,"µg/m³","IN","Delhi",28.628624,77.24106,2020-04-03 23:15:00,2020-04-04,"Delhi","ITO%2C+Delhi+-+CPCB"
"90","Vivek Vihar, Delhi - DPCC","pm25",35,"µg/m³","IN","Delhi",28.672342,77.31526,2020-04-03 23:15:00,2020-04-04,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"91","Mundka, Delhi - DPCC","pm25",143,"µg/m³","IN","Delhi",28.684678,77.076574,2020-04-03 23:15:00,2020-04-04,"Delhi","Mundka%2C+Delhi+-+DPCC"
"92","NSIT Dwarka, Delhi - CPCB","pm25",30.52,"µg/m³","IN","Delhi",28.60909,77.0325413,2020-04-03 23:15:00,2020-04-04,"Delhi","NSIT+Dwarka%2C+Delhi+-+CPCB"
"93","Dwarka-Sector 8, Delhi - DPCC ","pm25",74,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-04-03 23:15:00,2020-04-04,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"94","Sri Aurobindo Marg, Delhi - DPCC","pm25",34,"µg/m³","IN","Delhi",28.531346,77.190156,2020-04-03 23:15:00,2020-04-04,"Delhi","Sri+Aurobindo+Marg%2C+Delhi+-+DPCC"
"95","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm25",36,"µg/m³","IN","Delhi",28.498571,77.26484,2020-04-03 23:15:00,2020-04-04,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"96","Ashok Vihar, Delhi - DPCC","pm25",70,"µg/m³","IN","Delhi",28.695381,77.181665,2020-04-03 23:15:00,2020-04-04,"Delhi","Ashok+Vihar%2C+Delhi+-+DPCC"
"97","IGI Airport (T3), Delhi - IMD","pm25",74.35,"µg/m³","IN","Delhi",28.5627763,77.1180053,2020-04-03 23:15:00,2020-04-04,"Delhi","IGI+Airport+%28T3%29%2C+Delhi+-+IMD"
"98","Aya Nagar, Delhi - IMD","pm25",41.54,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-04-03 23:15:00,2020-04-04,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"99","Patparganj, Delhi - DPCC","pm25",33,"µg/m³","IN","Delhi",28.623748,77.287205,2020-04-03 23:15:00,2020-04-04,"Delhi","Patparganj%2C+Delhi+-+DPCC"
"100","Mandir Marg, Delhi - DPCC","pm25",34,"µg/m³","IN","Delhi",28.636429,77.201067,2020-04-03 23:15:00,2020-04-04,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"101","Punjabi Bagh, Delhi - DPCC","pm25",39,"µg/m³","IN","Delhi",28.674045,77.131023,2020-04-03 23:15:00,2020-04-04,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"102","Aya Nagar, Delhi - IMD","pm25",40.5,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-04-03 23:00:00,2020-04-04,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"103","Wazirpur, Delhi - DPCC","pm25",68,"µg/m³","IN","Delhi",28.699793,77.165453,2020-04-03 23:00:00,2020-04-04,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"104","Ashok Vihar, Delhi - DPCC","pm25",70,"µg/m³","IN","Delhi",28.695381,77.181665,2020-04-03 23:00:00,2020-04-04,"Delhi","Ashok+Vihar%2C+Delhi+-+DPCC"
"105","Okhla Phase-2, Delhi - DPCC","pm25",40,"µg/m³","IN","Delhi",28.530785,77.271255,2020-04-03 23:00:00,2020-04-04,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"106","Sonia Vihar, Delhi - DPCC","pm25",47,"µg/m³","IN","Delhi",28.710508,77.249485,2020-04-03 23:00:00,2020-04-04,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"107","ITO, Delhi - CPCB","pm25",41,"µg/m³","IN","Delhi",28.628624,77.24106,2020-04-03 23:00:00,2020-04-04,"Delhi","ITO%2C+Delhi+-+CPCB"
"108","Dwarka-Sector 8, Delhi - DPCC ","pm25",80,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-04-03 23:00:00,2020-04-04,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"109","CRRI Mathura Road, Delhi - IMD","pm25",37.11,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-04-03 23:00:00,2020-04-04,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"110","Punjabi Bagh, Delhi - DPCC","pm25",38,"µg/m³","IN","Delhi",28.674045,77.131023,2020-04-03 23:00:00,2020-04-04,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"111","Alipur, Delhi - DPCC","pm25",38,"µg/m³","IN","Delhi",28.815329,77.15301,2020-04-03 23:00:00,2020-04-04,"Delhi","Alipur%2C+Delhi+-+DPCC"
"112","NSIT Dwarka, Delhi - CPCB","pm25",30.52,"µg/m³","IN","Delhi",28.60909,77.0325413,2020-04-03 23:00:00,2020-04-04,"Delhi","NSIT+Dwarka%2C+Delhi+-+CPCB"
"113","DTU, Delhi - CPCB","pm25",50.28,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-04-03 23:00:00,2020-04-04,"Delhi","DTU%2C+Delhi+-+CPCB"
"114","Patparganj, Delhi - DPCC","pm25",25,"µg/m³","IN","Delhi",28.623748,77.287205,2020-04-03 23:00:00,2020-04-04,"Delhi","Patparganj%2C+Delhi+-+DPCC"
"115","IGI Airport (T3), Delhi - IMD","pm25",75.8,"µg/m³","IN","Delhi",28.5627763,77.1180053,2020-04-03 23:00:00,2020-04-04,"Delhi","IGI+Airport+%28T3%29%2C+Delhi+-+IMD"
"116","Sri Aurobindo Marg, Delhi - DPCC","pm25",34,"µg/m³","IN","Delhi",28.531346,77.190156,2020-04-03 23:00:00,2020-04-04,"Delhi","Sri+Aurobindo+Marg%2C+Delhi+-+DPCC"
"117","Mandir Marg, Delhi - DPCC","pm25",24,"µg/m³","IN","Delhi",28.636429,77.201067,2020-04-03 23:00:00,2020-04-04,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"118","Vivek Vihar, Delhi - DPCC","pm25",35,"µg/m³","IN","Delhi",28.672342,77.31526,2020-04-03 23:00:00,2020-04-04,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"119","Shadipur, Delhi - CPCB","pm25",12.55,"µg/m³","IN","Delhi",28.6514781,77.1473105,2020-04-03 23:00:00,2020-04-04,"Delhi","Shadipur%2C+Delhi+-+CPCB"
"120","IHBAS, Dilshad Garden, Delhi - CPCB","pm25",11,"µg/m³","IN","Delhi",28.6811736,77.3025234,2020-04-03 23:00:00,2020-04-04,"Delhi","IHBAS%2C+Dilshad+Garden%2C+Delhi+-+CPCB"
"121","Pusa, Delhi - IMD","pm25",-56.78,"µg/m³","IN","Delhi",28.639645,77.146263,2020-04-03 23:00:00,2020-04-04,"Delhi","Pusa%2C+Delhi+-+IMD"
"122","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm25",38,"µg/m³","IN","Delhi",28.498571,77.26484,2020-04-03 23:00:00,2020-04-04,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"123","Mundka, Delhi - DPCC","pm25",143,"µg/m³","IN","Delhi",28.684678,77.076574,2020-04-03 23:00:00,2020-04-04,"Delhi","Mundka%2C+Delhi+-+DPCC"
"124","Lodhi Road, Delhi - IMD","pm25",29.44,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-04-03 23:00:00,2020-04-04,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"125","Jawaharlal Nehru Stadium, Delhi - DPCC","pm25",44,"µg/m³","IN","Delhi",28.58028,77.233829,2020-04-03 23:00:00,2020-04-04,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"126","Wazirpur, Delhi - DPCC","pm25",59,"µg/m³","IN","Delhi",28.699793,77.165453,2020-04-03 22:45:00,2020-04-04,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"127","Punjabi Bagh, Delhi - DPCC","pm25",38,"µg/m³","IN","Delhi",28.674045,77.131023,2020-04-03 22:45:00,2020-04-04,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"128","Mundka, Delhi - DPCC","pm25",129,"µg/m³","IN","Delhi",28.684678,77.076574,2020-04-03 22:45:00,2020-04-04,"Delhi","Mundka%2C+Delhi+-+DPCC"
"129","Alipur, Delhi - DPCC","pm25",46,"µg/m³","IN","Delhi",28.815329,77.15301,2020-04-03 22:45:00,2020-04-04,"Delhi","Alipur%2C+Delhi+-+DPCC"
"130","ITO, Delhi - CPCB","pm25",44,"µg/m³","IN","Delhi",28.628624,77.24106,2020-04-03 22:45:00,2020-04-04,"Delhi","ITO%2C+Delhi+-+CPCB"
"131","NSIT Dwarka, Delhi - CPCB","pm25",30.52,"µg/m³","IN","Delhi",28.60909,77.0325413,2020-04-03 22:45:00,2020-04-04,"Delhi","NSIT+Dwarka%2C+Delhi+-+CPCB"
