"","location","parameter","value","unit","country","city","latitude","longitude","dateUTC","dateLocal","cityURL","locationURL"
"1","CRRI Mathura Road, Delhi - IMD","pm25",16.38,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-05-02 00:00:00,2020-05-02,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"2","IHBAS, Dilshad Garden, Delhi - CPCB","pm25",14.2,"µg/m³","IN","Delhi",28.6811736,77.3025234,2020-05-02 00:00:00,2020-05-02,"Delhi","IHBAS%2C+Dilshad+Garden%2C+Delhi+-+CPCB"
"3","ITO, Delhi - CPCB","pm25",30,"µg/m³","IN","Delhi",28.628624,77.24106,2020-05-02 00:00:00,2020-05-02,"Delhi","ITO%2C+Delhi+-+CPCB"
"4","North Campus, DU, Delhi - IMD","pm25",60.86,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-05-02 00:00:00,2020-05-02,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"5","Lodhi Road, Delhi - IMD","pm25",0,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-05-02 00:00:00,2020-05-02,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"6","Shadipur, Delhi - CPCB","pm25",7.31,"µg/m³","IN","Delhi",28.6514781,77.1473105,2020-05-02 00:00:00,2020-05-02,"Delhi","Shadipur%2C+Delhi+-+CPCB"
"7","Dwarka-Sector 8, Delhi - DPCC ","pm25",29,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-05-02 00:00:00,2020-05-02,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"8","DTU, Delhi - CPCB","pm25",28.3,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-05-02 00:00:00,2020-05-02,"Delhi","DTU%2C+Delhi+-+CPCB"
"9","Jawaharlal Nehru Stadium, Delhi - DPCC","pm25",30,"µg/m³","IN","Delhi",28.58028,77.233829,2020-05-02 00:00:00,2020-05-02,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"10","Aya Nagar, Delhi - IMD","pm25",47.59,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-05-02 00:00:00,2020-05-02,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"11","Aya Nagar, Delhi - IMD","pm25",47.11,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-05-01 23:45:00,2020-05-02,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"12","Lodhi Road, Delhi - IMD","pm25",-28.91,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-05-01 23:45:00,2020-05-02,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"13","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm25",31,"µg/m³","IN","Delhi",28.498571,77.26484,2020-05-01 23:45:00,2020-05-02,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"14","Punjabi Bagh, Delhi - DPCC","pm25",5,"µg/m³","IN","Delhi",28.674045,77.131023,2020-05-01 23:45:00,2020-05-02,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"15","R K Puram, Delhi - DPCC","pm25",24,"µg/m³","IN","Delhi",28.563262,77.186937,2020-05-01 23:45:00,2020-05-02,"Delhi","R+K+Puram%2C+Delhi+-+DPCC"
"16","Mandir Marg, Delhi - DPCC","pm25",26,"µg/m³","IN","Delhi",28.636429,77.201067,2020-05-01 23:45:00,2020-05-02,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
