"","location","parameter","value","unit","country","city","latitude","longitude","dateUTC","dateLocal","cityURL","locationURL"
"1","Jawaharlal Nehru Stadium, Delhi - DPCC","pm10",29,"µg/m³","IN","Delhi",28.58028,77.233829,2020-03-07 00:00:00,2020-03-07,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"2","Major Dhyan Chand National Stadium, Delhi - DPCC","pm10",35,"µg/m³","IN","Delhi",28.611281,77.237738,2020-03-07 00:00:00,2020-03-07,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
"3","DTU, Delhi - CPCB","pm10",29,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-03-07 00:00:00,2020-03-07,"Delhi","DTU%2C+Delhi+-+CPCB"
"4","ITO, Delhi - CPCB","pm10",17,"µg/m³","IN","Delhi",28.628624,77.24106,2020-03-07 00:00:00,2020-03-07,"Delhi","ITO%2C+Delhi+-+CPCB"
"5","Sirifort, Delhi - CPCB","pm10",26,"µg/m³","IN","Delhi",28.5504249,77.2159377,2020-03-07 00:00:00,2020-03-07,"Delhi","Sirifort%2C+Delhi+-+CPCB"
"6","Dwarka-Sector 8, Delhi - DPCC ","pm10",28,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-03-07 00:00:00,2020-03-07,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"7","Rohini, Delhi - DPCC","pm10",30,"µg/m³","IN","Delhi",28.732528,77.11992,2020-03-07 00:00:00,2020-03-07,"Delhi","Rohini%2C+Delhi+-+DPCC"
"8","Sonia Vihar, Delhi - DPCC","pm10",23,"µg/m³","IN","Delhi",28.710508,77.249485,2020-03-07 00:00:00,2020-03-07,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"9","Patparganj, Delhi - DPCC","pm10",25,"µg/m³","IN","Delhi",28.623748,77.287205,2020-03-07 00:00:00,2020-03-07,"Delhi","Patparganj%2C+Delhi+-+DPCC"
"10","Okhla Phase-2, Delhi - DPCC","pm10",40,"µg/m³","IN","Delhi",28.530785,77.271255,2020-03-07 00:00:00,2020-03-07,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"11","Mundka, Delhi - DPCC","pm10",30,"µg/m³","IN","Delhi",28.684678,77.076574,2020-03-07 00:00:00,2020-03-07,"Delhi","Mundka%2C+Delhi+-+DPCC"
"12","Sri Aurobindo Marg, Delhi - DPCC","pm10",16,"µg/m³","IN","Delhi",28.531346,77.190156,2020-03-07 00:00:00,2020-03-07,"Delhi","Sri+Aurobindo+Marg%2C+Delhi+-+DPCC"
"13","Narela, Delhi - DPCC","pm10",41,"µg/m³","IN","Delhi",28.822836,77.101981,2020-03-07 00:00:00,2020-03-07,"Delhi","Narela%2C+Delhi+-+DPCC"
"14","Alipur, Delhi - DPCC","pm10",24,"µg/m³","IN","Delhi",28.815329,77.15301,2020-03-07 00:00:00,2020-03-07,"Delhi","Alipur%2C+Delhi+-+DPCC"
"15","Ashok Vihar, Delhi - DPCC","pm10",29,"µg/m³","IN","Delhi",28.695381,77.181665,2020-03-07 00:00:00,2020-03-07,"Delhi","Ashok+Vihar%2C+Delhi+-+DPCC"
"16","North Campus, DU, Delhi - IMD","pm10",21.34,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-03-07 00:00:00,2020-03-07,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"17","Jahangirpuri, Delhi - DPCC","pm10",30,"µg/m³","IN","Delhi",28.73282,77.170633,2020-03-07 00:00:00,2020-03-07,"Delhi","Jahangirpuri%2C+Delhi+-+DPCC"
"18","Pusa, Delhi - IMD","pm10",20.79,"µg/m³","IN","Delhi",28.639645,77.146263,2020-03-07 00:00:00,2020-03-07,"Delhi","Pusa%2C+Delhi+-+IMD"
"19","Anand Vihar, Delhi - DPCC","pm10",28,"µg/m³","IN","Delhi",28.646835,77.316032,2020-03-07 00:00:00,2020-03-07,"Delhi","Anand+Vihar%2C+Delhi+-+DPCC"
"20","Aya Nagar, Delhi - IMD","pm10",30.51,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-03-07 00:00:00,2020-03-07,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
