"","location","parameter","value","unit","country","city","latitude","longitude","dateUTC","dateLocal","cityURL","locationURL"
"1","DTU, Delhi - CPCB","pm25",17.11,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-03-07 00:00:00,2020-03-07,"Delhi","DTU%2C+Delhi+-+CPCB"
"2","ITO, Delhi - CPCB","pm25",1,"µg/m³","IN","Delhi",28.628624,77.24106,2020-03-07 00:00:00,2020-03-07,"Delhi","ITO%2C+Delhi+-+CPCB"
"3","Alipur, Delhi - DPCC","pm25",16,"µg/m³","IN","Delhi",28.815329,77.15301,2020-03-07 00:00:00,2020-03-07,"Delhi","Alipur%2C+Delhi+-+DPCC"
"4","NSIT Dwarka, Delhi - CPCB","pm25",29.4,"µg/m³","IN","Delhi",28.60909,77.0325413,2020-03-07 00:00:00,2020-03-07,"Delhi","NSIT+Dwarka%2C+Delhi+-+CPCB"
"5","Anand Vihar, Delhi - DPCC","pm25",17,"µg/m³","IN","Delhi",28.646835,77.316032,2020-03-07 00:00:00,2020-03-07,"Delhi","Anand+Vihar%2C+Delhi+-+DPCC"
"6","Jahangirpuri, Delhi - DPCC","pm25",7,"µg/m³","IN","Delhi",28.73282,77.170633,2020-03-07 00:00:00,2020-03-07,"Delhi","Jahangirpuri%2C+Delhi+-+DPCC"
"7","Major Dhyan Chand National Stadium, Delhi - DPCC","pm25",12,"µg/m³","IN","Delhi",28.611281,77.237738,2020-03-07 00:00:00,2020-03-07,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
"8","Lodhi Road, Delhi - IMD","pm25",12.45,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-03-07 00:00:00,2020-03-07,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"9","Aya Nagar, Delhi - IMD","pm25",3.4,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-03-07 00:00:00,2020-03-07,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"10","Pusa, Delhi - IMD","pm25",-2.59,"µg/m³","IN","Delhi",28.639645,77.146263,2020-03-07 00:00:00,2020-03-07,"Delhi","Pusa%2C+Delhi+-+IMD"
"11","North Campus, DU, Delhi - IMD","pm25",0.54,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-03-07 00:00:00,2020-03-07,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"12","Mandir Marg, Delhi - DPCC","pm25",16,"µg/m³","IN","Delhi",28.636429,77.201067,2020-03-07 00:00:00,2020-03-07,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"13","Rohini, Delhi - DPCC","pm25",20,"µg/m³","IN","Delhi",28.732528,77.11992,2020-03-07 00:00:00,2020-03-07,"Delhi","Rohini%2C+Delhi+-+DPCC"
"14","Vivek Vihar, Delhi - DPCC","pm25",17,"µg/m³","IN","Delhi",28.672342,77.31526,2020-03-07 00:00:00,2020-03-07,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"15","Okhla Phase-2, Delhi - DPCC","pm25",20,"µg/m³","IN","Delhi",28.530785,77.271255,2020-03-07 00:00:00,2020-03-07,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
