"","location","parameter","value","unit","country","city","latitude","longitude","dateUTC","dateLocal","cityURL","locationURL"
"27","Mundka, Delhi - DPCC","pm10",224,"µg/m³","IN","Delhi",28.684678,77.076574,2020-03-20 23:45:00,2020-03-21,"Delhi","Mundka%2C+Delhi+-+DPCC"
"28","Sri Aurobindo Marg, Delhi - DPCC","pm10",55,"µg/m³","IN","Delhi",28.531346,77.190156,2020-03-20 23:45:00,2020-03-21,"Delhi","Sri+Aurobindo+Marg%2C+Delhi+-+DPCC"
"29","Alipur, Delhi - DPCC","pm10",324,"µg/m³","IN","Delhi",28.815329,77.15301,2020-03-20 23:45:00,2020-03-21,"Delhi","Alipur%2C+Delhi+-+DPCC"
"30","CRRI Mathura Road, Delhi - IMD","pm10",106.71,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-03-20 23:45:00,2020-03-21,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"31","DTU, Delhi - CPCB","pm10",264,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-03-20 23:45:00,2020-03-21,"Delhi","DTU%2C+Delhi+-+CPCB"
"32","Jawaharlal Nehru Stadium, Delhi - DPCC","pm10",101,"µg/m³","IN","Delhi",28.58028,77.233829,2020-03-20 23:45:00,2020-03-21,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"33","IGI Airport (T3), Delhi - IMD","pm10",140.62,"µg/m³","IN","Delhi",28.5627763,77.1180053,2020-03-20 23:45:00,2020-03-21,"Delhi","IGI+Airport+%28T3%29%2C+Delhi+-+IMD"
"34","Lodhi Road, Delhi - IMD","pm10",84.22,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-03-20 23:45:00,2020-03-21,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"35","Pusa, Delhi - IMD","pm10",105.54,"µg/m³","IN","Delhi",28.639645,77.146263,2020-03-20 23:45:00,2020-03-21,"Delhi","Pusa%2C+Delhi+-+IMD"
"36","Aya Nagar, Delhi - IMD","pm10",102.52,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-03-20 23:45:00,2020-03-21,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"37","North Campus, DU, Delhi - IMD","pm10",127.68,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-03-20 23:45:00,2020-03-21,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"38","Major Dhyan Chand National Stadium, Delhi - DPCC","pm10",138,"µg/m³","IN","Delhi",28.611281,77.237738,2020-03-20 23:45:00,2020-03-21,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
"39","Sonia Vihar, Delhi - DPCC","pm10",151,"µg/m³","IN","Delhi",28.710508,77.249485,2020-03-20 23:45:00,2020-03-21,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"40","Bawana, Delhi - DPCC","pm10",351,"µg/m³","IN","Delhi",28.7762,77.051074,2020-03-20 23:45:00,2020-03-21,"Delhi","Bawana%2C+Delhi+-+DPCC"
"41","Mandir Marg, Delhi - DPCC","pm10",75,"µg/m³","IN","Delhi",28.636429,77.201067,2020-03-20 23:45:00,2020-03-21,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"42","Ashok Vihar, Delhi - DPCC","pm10",122,"µg/m³","IN","Delhi",28.695381,77.181665,2020-03-20 23:45:00,2020-03-21,"Delhi","Ashok+Vihar%2C+Delhi+-+DPCC"
"43","Wazirpur, Delhi - DPCC","pm10",194,"µg/m³","IN","Delhi",28.699793,77.165453,2020-03-20 23:45:00,2020-03-21,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"44","ITO, Delhi - CPCB","pm10",-1744,"µg/m³","IN","Delhi",28.628624,77.24106,2020-03-20 23:45:00,2020-03-21,"Delhi","ITO%2C+Delhi+-+CPCB"
"45","Okhla Phase-2, Delhi - DPCC","pm10",97,"µg/m³","IN","Delhi",28.530785,77.271255,2020-03-20 23:45:00,2020-03-21,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"46","Rohini, Delhi - DPCC","pm10",307,"µg/m³","IN","Delhi",28.732528,77.11992,2020-03-20 23:45:00,2020-03-21,"Delhi","Rohini%2C+Delhi+-+DPCC"
"47","Narela, Delhi - DPCC","pm10",324,"µg/m³","IN","Delhi",28.822836,77.101981,2020-03-20 23:45:00,2020-03-21,"Delhi","Narela%2C+Delhi+-+DPCC"
"48","Nehru Nagar, Delhi - DPCC","pm10",105,"µg/m³","IN","Delhi",28.56789,77.250515,2020-03-20 23:45:00,2020-03-21,"Delhi","Nehru+Nagar%2C+Delhi+-+DPCC"
"49","Dwarka-Sector 8, Delhi - DPCC ","pm10",144,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-03-20 23:45:00,2020-03-21,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"50","Vivek Vihar, Delhi - DPCC","pm10",125,"µg/m³","IN","Delhi",28.672342,77.31526,2020-03-20 23:45:00,2020-03-21,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"51","ITO, Delhi - CPCB","pm10",-2132,"µg/m³","IN","Delhi",28.628624,77.24106,2020-03-20 23:30:00,2020-03-21,"Delhi","ITO%2C+Delhi+-+CPCB"
"52","Jahangirpuri, Delhi - DPCC","pm10",183,"µg/m³","IN","Delhi",28.73282,77.170633,2020-03-20 23:30:00,2020-03-21,"Delhi","Jahangirpuri%2C+Delhi+-+DPCC"
"53","Narela, Delhi - DPCC","pm10",324,"µg/m³","IN","Delhi",28.822836,77.101981,2020-03-20 23:30:00,2020-03-21,"Delhi","Narela%2C+Delhi+-+DPCC"
"54","North Campus, DU, Delhi - IMD","pm10",132.25,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-03-20 23:30:00,2020-03-21,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"55","Rohini, Delhi - DPCC","pm10",307,"µg/m³","IN","Delhi",28.732528,77.11992,2020-03-20 23:30:00,2020-03-21,"Delhi","Rohini%2C+Delhi+-+DPCC"
"56","Sonia Vihar, Delhi - DPCC","pm10",151,"µg/m³","IN","Delhi",28.710508,77.249485,2020-03-20 23:30:00,2020-03-21,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"57","Bawana, Delhi - DPCC","pm10",351,"µg/m³","IN","Delhi",28.7762,77.051074,2020-03-20 23:30:00,2020-03-21,"Delhi","Bawana%2C+Delhi+-+DPCC"
"58","DTU, Delhi - CPCB","pm10",264,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-03-20 23:30:00,2020-03-21,"Delhi","DTU%2C+Delhi+-+CPCB"
"59","Dwarka-Sector 8, Delhi - DPCC ","pm10",144,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-03-20 23:30:00,2020-03-21,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"60","Sirifort, Delhi - CPCB","pm10",87,"µg/m³","IN","Delhi",28.5504249,77.2159377,2020-03-20 23:30:00,2020-03-21,"Delhi","Sirifort%2C+Delhi+-+CPCB"
"61","Nehru Nagar, Delhi - DPCC","pm10",105,"µg/m³","IN","Delhi",28.56789,77.250515,2020-03-20 23:30:00,2020-03-21,"Delhi","Nehru+Nagar%2C+Delhi+-+DPCC"
"62","Mandir Marg, Delhi - DPCC","pm10",75,"µg/m³","IN","Delhi",28.636429,77.201067,2020-03-20 23:30:00,2020-03-21,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"63","Patparganj, Delhi - DPCC","pm10",102,"µg/m³","IN","Delhi",28.623748,77.287205,2020-03-20 23:30:00,2020-03-21,"Delhi","Patparganj%2C+Delhi+-+DPCC"
"64","Okhla Phase-2, Delhi - DPCC","pm10",97,"µg/m³","IN","Delhi",28.530785,77.271255,2020-03-20 23:30:00,2020-03-21,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"65","Vivek Vihar, Delhi - DPCC","pm10",125,"µg/m³","IN","Delhi",28.672342,77.31526,2020-03-20 23:30:00,2020-03-21,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"66","Ashok Vihar, Delhi - DPCC","pm10",122,"µg/m³","IN","Delhi",28.695381,77.181665,2020-03-20 23:30:00,2020-03-21,"Delhi","Ashok+Vihar%2C+Delhi+-+DPCC"
"67","CRRI Mathura Road, Delhi - IMD","pm10",107.64,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-03-20 23:30:00,2020-03-21,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"68","Major Dhyan Chand National Stadium, Delhi - DPCC","pm10",138,"µg/m³","IN","Delhi",28.611281,77.237738,2020-03-20 23:30:00,2020-03-21,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
"69","Pusa, Delhi - IMD","pm10",114.05,"µg/m³","IN","Delhi",28.639645,77.146263,2020-03-20 23:30:00,2020-03-21,"Delhi","Pusa%2C+Delhi+-+IMD"
"70","Aya Nagar, Delhi - IMD","pm10",87.29,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-03-20 23:30:00,2020-03-21,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"71","Lodhi Road, Delhi - IMD","pm10",92.43,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-03-20 23:30:00,2020-03-21,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"72","Jawaharlal Nehru Stadium, Delhi - DPCC","pm10",101,"µg/m³","IN","Delhi",28.58028,77.233829,2020-03-20 23:30:00,2020-03-21,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"73","R K Puram, Delhi - DPCC","pm10",80,"µg/m³","IN","Delhi",28.563262,77.186937,2020-03-20 23:30:00,2020-03-21,"Delhi","R+K+Puram%2C+Delhi+-+DPCC"
"74","Punjabi Bagh, Delhi - DPCC","pm10",110,"µg/m³","IN","Delhi",28.674045,77.131023,2020-03-20 23:30:00,2020-03-21,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"75","Wazirpur, Delhi - DPCC","pm10",194,"µg/m³","IN","Delhi",28.699793,77.165453,2020-03-20 23:30:00,2020-03-21,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"76","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm10",70,"µg/m³","IN","Delhi",28.498571,77.26484,2020-03-20 23:30:00,2020-03-21,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"77","Mundka, Delhi - DPCC","pm10",224,"µg/m³","IN","Delhi",28.684678,77.076574,2020-03-20 23:30:00,2020-03-21,"Delhi","Mundka%2C+Delhi+-+DPCC"
"78","Sri Aurobindo Marg, Delhi - DPCC","pm10",55,"µg/m³","IN","Delhi",28.531346,77.190156,2020-03-20 23:30:00,2020-03-21,"Delhi","Sri+Aurobindo+Marg%2C+Delhi+-+DPCC"
"79","Alipur, Delhi - DPCC","pm10",324,"µg/m³","IN","Delhi",28.815329,77.15301,2020-03-20 23:30:00,2020-03-21,"Delhi","Alipur%2C+Delhi+-+DPCC"
"80","Sri Aurobindo Marg, Delhi - DPCC","pm10",55,"µg/m³","IN","Delhi",28.531346,77.190156,2020-03-20 23:15:00,2020-03-21,"Delhi","Sri+Aurobindo+Marg%2C+Delhi+-+DPCC"
"81","Sirifort, Delhi - CPCB","pm10",104,"µg/m³","IN","Delhi",28.5504249,77.2159377,2020-03-20 23:15:00,2020-03-21,"Delhi","Sirifort%2C+Delhi+-+CPCB"
"82","Dwarka-Sector 8, Delhi - DPCC ","pm10",144,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-03-20 23:15:00,2020-03-21,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"83","North Campus, DU, Delhi - IMD","pm10",138.14,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-03-20 23:15:00,2020-03-21,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"84","CRRI Mathura Road, Delhi - IMD","pm10",127.26,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-03-20 23:15:00,2020-03-21,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"85","Aya Nagar, Delhi - IMD","pm10",75.49,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-03-20 23:15:00,2020-03-21,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"86","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm10",70,"µg/m³","IN","Delhi",28.498571,77.26484,2020-03-20 23:15:00,2020-03-21,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"87","Lodhi Road, Delhi - IMD","pm10",101.13,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-03-20 23:15:00,2020-03-21,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"88","IGI Airport (T3), Delhi - IMD","pm10",162.61,"µg/m³","IN","Delhi",28.5627763,77.1180053,2020-03-20 23:15:00,2020-03-21,"Delhi","IGI+Airport+%28T3%29%2C+Delhi+-+IMD"
"89","Jahangirpuri, Delhi - DPCC","pm10",178,"µg/m³","IN","Delhi",28.73282,77.170633,2020-03-20 23:15:00,2020-03-21,"Delhi","Jahangirpuri%2C+Delhi+-+DPCC"
"90","Jawaharlal Nehru Stadium, Delhi - DPCC","pm10",101,"µg/m³","IN","Delhi",28.58028,77.233829,2020-03-20 23:15:00,2020-03-21,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"91","Major Dhyan Chand National Stadium, Delhi - DPCC","pm10",138,"µg/m³","IN","Delhi",28.611281,77.237738,2020-03-20 23:15:00,2020-03-21,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
"92","Nehru Nagar, Delhi - DPCC","pm10",105,"µg/m³","IN","Delhi",28.56789,77.250515,2020-03-20 23:15:00,2020-03-21,"Delhi","Nehru+Nagar%2C+Delhi+-+DPCC"
"93","Rohini, Delhi - DPCC","pm10",217,"µg/m³","IN","Delhi",28.732528,77.11992,2020-03-20 23:15:00,2020-03-21,"Delhi","Rohini%2C+Delhi+-+DPCC"
"94","Patparganj, Delhi - DPCC","pm10",102,"µg/m³","IN","Delhi",28.623748,77.287205,2020-03-20 23:15:00,2020-03-21,"Delhi","Patparganj%2C+Delhi+-+DPCC"
"95","Sonia Vihar, Delhi - DPCC","pm10",151,"µg/m³","IN","Delhi",28.710508,77.249485,2020-03-20 23:15:00,2020-03-21,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"96","Bawana, Delhi - DPCC","pm10",351,"µg/m³","IN","Delhi",28.7762,77.051074,2020-03-20 23:15:00,2020-03-21,"Delhi","Bawana%2C+Delhi+-+DPCC"
"97","R K Puram, Delhi - DPCC","pm10",80,"µg/m³","IN","Delhi",28.563262,77.186937,2020-03-20 23:15:00,2020-03-21,"Delhi","R+K+Puram%2C+Delhi+-+DPCC"
"98","Mandir Marg, Delhi - DPCC","pm10",75,"µg/m³","IN","Delhi",28.636429,77.201067,2020-03-20 23:15:00,2020-03-21,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"99","Pusa, Delhi - IMD","pm10",114.71,"µg/m³","IN","Delhi",28.639645,77.146263,2020-03-20 23:15:00,2020-03-21,"Delhi","Pusa%2C+Delhi+-+IMD"
"100","Punjabi Bagh, Delhi - DPCC","pm10",110,"µg/m³","IN","Delhi",28.674045,77.131023,2020-03-20 23:15:00,2020-03-21,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"101","Ashok Vihar, Delhi - DPCC","pm10",122,"µg/m³","IN","Delhi",28.695381,77.181665,2020-03-20 23:15:00,2020-03-21,"Delhi","Ashok+Vihar%2C+Delhi+-+DPCC"
"102","DTU, Delhi - CPCB","pm10",289,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-03-20 23:15:00,2020-03-21,"Delhi","DTU%2C+Delhi+-+CPCB"
"103","Narela, Delhi - DPCC","pm10",324,"µg/m³","IN","Delhi",28.822836,77.101981,2020-03-20 23:15:00,2020-03-21,"Delhi","Narela%2C+Delhi+-+DPCC"
"104","Vivek Vihar, Delhi - DPCC","pm10",125,"µg/m³","IN","Delhi",28.672342,77.31526,2020-03-20 23:15:00,2020-03-21,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"105","Wazirpur, Delhi - DPCC","pm10",194,"µg/m³","IN","Delhi",28.699793,77.165453,2020-03-20 23:15:00,2020-03-21,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"106","Mundka, Delhi - DPCC","pm10",224,"µg/m³","IN","Delhi",28.684678,77.076574,2020-03-20 23:15:00,2020-03-21,"Delhi","Mundka%2C+Delhi+-+DPCC"
"107","Okhla Phase-2, Delhi - DPCC","pm10",97,"µg/m³","IN","Delhi",28.530785,77.271255,2020-03-20 23:15:00,2020-03-21,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"108","Alipur, Delhi - DPCC","pm10",324,"µg/m³","IN","Delhi",28.815329,77.15301,2020-03-20 23:15:00,2020-03-21,"Delhi","Alipur%2C+Delhi+-+DPCC"
"109","ITO, Delhi - CPCB","pm10",-1986,"µg/m³","IN","Delhi",28.628624,77.24106,2020-03-20 23:15:00,2020-03-21,"Delhi","ITO%2C+Delhi+-+CPCB"
"110","Dwarka-Sector 8, Delhi - DPCC ","pm10",172,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-03-20 23:00:00,2020-03-21,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"111","Mandir Marg, Delhi - DPCC","pm10",114,"µg/m³","IN","Delhi",28.636429,77.201067,2020-03-20 23:00:00,2020-03-21,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"112","ITO, Delhi - CPCB","pm10",-1062,"µg/m³","IN","Delhi",28.628624,77.24106,2020-03-20 23:00:00,2020-03-21,"Delhi","ITO%2C+Delhi+-+CPCB"
"113","IGI Airport (T3), Delhi - IMD","pm10",160.76,"µg/m³","IN","Delhi",28.5627763,77.1180053,2020-03-20 23:00:00,2020-03-21,"Delhi","IGI+Airport+%28T3%29%2C+Delhi+-+IMD"
"114","Pusa, Delhi - IMD","pm10",114.23,"µg/m³","IN","Delhi",28.639645,77.146263,2020-03-20 23:00:00,2020-03-21,"Delhi","Pusa%2C+Delhi+-+IMD"
"115","Aya Nagar, Delhi - IMD","pm10",71.37,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-03-20 23:00:00,2020-03-21,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"116","DTU, Delhi - CPCB","pm10",289,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-03-20 23:00:00,2020-03-21,"Delhi","DTU%2C+Delhi+-+CPCB"
"117","Lodhi Road, Delhi - IMD","pm10",112.78,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-03-20 23:00:00,2020-03-21,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"118","North Campus, DU, Delhi - IMD","pm10",150.21,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-03-20 23:00:00,2020-03-21,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"119","CRRI Mathura Road, Delhi - IMD","pm10",136.87,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-03-20 23:00:00,2020-03-21,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"120","Wazirpur, Delhi - DPCC","pm10",199,"µg/m³","IN","Delhi",28.699793,77.165453,2020-03-20 23:00:00,2020-03-21,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"121","Vivek Vihar, Delhi - DPCC","pm10",125,"µg/m³","IN","Delhi",28.672342,77.31526,2020-03-20 23:00:00,2020-03-21,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"122","Okhla Phase-2, Delhi - DPCC","pm10",97,"µg/m³","IN","Delhi",28.530785,77.271255,2020-03-20 23:00:00,2020-03-21,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"123","Narela, Delhi - DPCC","pm10",357,"µg/m³","IN","Delhi",28.822836,77.101981,2020-03-20 23:00:00,2020-03-21,"Delhi","Narela%2C+Delhi+-+DPCC"
"124","Sirifort, Delhi - CPCB","pm10",104,"µg/m³","IN","Delhi",28.5504249,77.2159377,2020-03-20 23:00:00,2020-03-21,"Delhi","Sirifort%2C+Delhi+-+CPCB"
"125","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm10",77,"µg/m³","IN","Delhi",28.498571,77.26484,2020-03-20 23:00:00,2020-03-21,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"126","Patparganj, Delhi - DPCC","pm10",136,"µg/m³","IN","Delhi",28.623748,77.287205,2020-03-20 23:00:00,2020-03-21,"Delhi","Patparganj%2C+Delhi+-+DPCC"
"127","Ashok Vihar, Delhi - DPCC","pm10",136,"µg/m³","IN","Delhi",28.695381,77.181665,2020-03-20 23:00:00,2020-03-21,"Delhi","Ashok+Vihar%2C+Delhi+-+DPCC"
"128","Jawaharlal Nehru Stadium, Delhi - DPCC","pm10",111,"µg/m³","IN","Delhi",28.58028,77.233829,2020-03-20 23:00:00,2020-03-21,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"129","Sonia Vihar, Delhi - DPCC","pm10",155,"µg/m³","IN","Delhi",28.710508,77.249485,2020-03-20 23:00:00,2020-03-21,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"130","Punjabi Bagh, Delhi - DPCC","pm10",128,"µg/m³","IN","Delhi",28.674045,77.131023,2020-03-20 23:00:00,2020-03-21,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"131","Bawana, Delhi - DPCC","pm10",362,"µg/m³","IN","Delhi",28.7762,77.051074,2020-03-20 23:00:00,2020-03-21,"Delhi","Bawana%2C+Delhi+-+DPCC"
"132","Major Dhyan Chand National Stadium, Delhi - DPCC","pm10",146,"µg/m³","IN","Delhi",28.611281,77.237738,2020-03-20 23:00:00,2020-03-21,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
