"","location","parameter","value","unit","country","city","latitude","longitude","dateUTC","dateLocal","cityURL","locationURL"
"1","ITO, Delhi - CPCB","pm10",139,"µg/m³","IN","Delhi",28.628624,77.24106,2020-04-11 00:00:00,2020-04-11,"Delhi","ITO%2C+Delhi+-+CPCB"
"2","Jahangirpuri, Delhi - DPCC","pm10",201,"µg/m³","IN","Delhi",28.73282,77.170633,2020-04-11 00:00:00,2020-04-11,"Delhi","Jahangirpuri%2C+Delhi+-+DPCC"
"3","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm10",130,"µg/m³","IN","Delhi",28.498571,77.26484,2020-04-11 00:00:00,2020-04-11,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"4","Nehru Nagar, Delhi - DPCC","pm10",133,"µg/m³","IN","Delhi",28.56789,77.250515,2020-04-11 00:00:00,2020-04-11,"Delhi","Nehru+Nagar%2C+Delhi+-+DPCC"
"5","Patparganj, Delhi - DPCC","pm10",119,"µg/m³","IN","Delhi",28.623748,77.287205,2020-04-11 00:00:00,2020-04-11,"Delhi","Patparganj%2C+Delhi+-+DPCC"
"6","Sri Aurobindo Marg, Delhi - DPCC","pm10",83,"µg/m³","IN","Delhi",28.531346,77.190156,2020-04-11 00:00:00,2020-04-11,"Delhi","Sri+Aurobindo+Marg%2C+Delhi+-+DPCC"
"7","IGI Airport (T3), Delhi - IMD","pm10",116.78,"µg/m³","IN","Delhi",28.5627763,77.1180053,2020-04-11 00:00:00,2020-04-11,"Delhi","IGI+Airport+%28T3%29%2C+Delhi+-+IMD"
"8","Major Dhyan Chand National Stadium, Delhi - DPCC","pm10",79,"µg/m³","IN","Delhi",28.611281,77.237738,2020-04-11 00:00:00,2020-04-11,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
"9","Punjabi Bagh, Delhi - DPCC","pm10",147,"µg/m³","IN","Delhi",28.674045,77.131023,2020-04-11 00:00:00,2020-04-11,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"10","Mandir Marg, Delhi - DPCC","pm10",127,"µg/m³","IN","Delhi",28.636429,77.201067,2020-04-11 00:00:00,2020-04-11,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"11","Sonia Vihar, Delhi - DPCC","pm10",147,"µg/m³","IN","Delhi",28.710508,77.249485,2020-04-11 00:00:00,2020-04-11,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"12","Jawaharlal Nehru Stadium, Delhi - DPCC","pm10",91,"µg/m³","IN","Delhi",28.58028,77.233829,2020-04-11 00:00:00,2020-04-11,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"13","North Campus, DU, Delhi - IMD","pm10",173.21,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-04-11 00:00:00,2020-04-11,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"14","Aya Nagar, Delhi - IMD","pm10",95.26,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-04-11 00:00:00,2020-04-11,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"15","Rohini, Delhi - DPCC","pm10",119,"µg/m³","IN","Delhi",28.732528,77.11992,2020-04-11 00:00:00,2020-04-11,"Delhi","Rohini%2C+Delhi+-+DPCC"
"16","Lodhi Road, Delhi - IMD","pm10",114.64,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-04-11 00:00:00,2020-04-11,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"17","CRRI Mathura Road, Delhi - IMD","pm10",150.67,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-04-11 00:00:00,2020-04-11,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"18","R K Puram, Delhi - DPCC","pm10",95,"µg/m³","IN","Delhi",28.563262,77.186937,2020-04-11 00:00:00,2020-04-11,"Delhi","R+K+Puram%2C+Delhi+-+DPCC"
"19","Alipur, Delhi - DPCC","pm10",142,"µg/m³","IN","Delhi",28.815329,77.15301,2020-04-11 00:00:00,2020-04-11,"Delhi","Alipur%2C+Delhi+-+DPCC"
"20","Sirifort, Delhi - CPCB","pm10",95,"µg/m³","IN","Delhi",28.5504249,77.2159377,2020-04-11 00:00:00,2020-04-11,"Delhi","Sirifort%2C+Delhi+-+CPCB"
"21","DTU, Delhi - CPCB","pm10",117,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-04-11 00:00:00,2020-04-11,"Delhi","DTU%2C+Delhi+-+CPCB"
"22","Bawana, Delhi - DPCC","pm10",164,"µg/m³","IN","Delhi",28.7762,77.051074,2020-04-11 00:00:00,2020-04-11,"Delhi","Bawana%2C+Delhi+-+DPCC"
"23","Pusa, Delhi - IMD","pm10",70.41,"µg/m³","IN","Delhi",28.639645,77.146263,2020-04-11 00:00:00,2020-04-11,"Delhi","Pusa%2C+Delhi+-+IMD"
"24","Dwarka-Sector 8, Delhi - DPCC ","pm10",114,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-04-11 00:00:00,2020-04-11,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"25","Najafgarh, Delhi - DPCC","pm10",163,"µg/m³","IN","Delhi",28.570173,76.933762,2020-04-10 23:45:00,2020-04-11,"Delhi","Najafgarh%2C+Delhi+-+DPCC"
"26","Lodhi Road, Delhi - IMD","pm10",110.33,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-04-10 23:45:00,2020-04-11,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"27","Okhla Phase-2, Delhi - DPCC","pm10",129,"µg/m³","IN","Delhi",28.530785,77.271255,2020-04-10 23:45:00,2020-04-11,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"28","Mundka, Delhi - DPCC","pm10",145,"µg/m³","IN","Delhi",28.684678,77.076574,2020-04-10 23:45:00,2020-04-11,"Delhi","Mundka%2C+Delhi+-+DPCC"
"29","Vivek Vihar, Delhi - DPCC","pm10",233,"µg/m³","IN","Delhi",28.672342,77.31526,2020-04-10 23:45:00,2020-04-11,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"30","Pusa, Delhi - IMD","pm10",66.4,"µg/m³","IN","Delhi",28.639645,77.146263,2020-04-10 23:45:00,2020-04-11,"Delhi","Pusa%2C+Delhi+-+IMD"
"31","ITO, Delhi - CPCB","pm10",138,"µg/m³","IN","Delhi",28.628624,77.24106,2020-04-10 23:45:00,2020-04-11,"Delhi","ITO%2C+Delhi+-+CPCB"
"32","CRRI Mathura Road, Delhi - IMD","pm10",148.38,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-04-10 23:45:00,2020-04-11,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"33","Jahangirpuri, Delhi - DPCC","pm10",201,"µg/m³","IN","Delhi",28.73282,77.170633,2020-04-10 23:45:00,2020-04-11,"Delhi","Jahangirpuri%2C+Delhi+-+DPCC"
"34","Sri Aurobindo Marg, Delhi - DPCC","pm10",91,"µg/m³","IN","Delhi",28.531346,77.190156,2020-04-10 23:45:00,2020-04-11,"Delhi","Sri+Aurobindo+Marg%2C+Delhi+-+DPCC"
"35","Rohini, Delhi - DPCC","pm10",119,"µg/m³","IN","Delhi",28.732528,77.11992,2020-04-10 23:45:00,2020-04-11,"Delhi","Rohini%2C+Delhi+-+DPCC"
"36","North Campus, DU, Delhi - IMD","pm10",178.56,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-04-10 23:45:00,2020-04-11,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"37","Alipur, Delhi - DPCC","pm10",136,"µg/m³","IN","Delhi",28.815329,77.15301,2020-04-10 23:45:00,2020-04-11,"Delhi","Alipur%2C+Delhi+-+DPCC"
"38","Aya Nagar, Delhi - IMD","pm10",85.63,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-04-10 23:45:00,2020-04-11,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"39","Dwarka-Sector 8, Delhi - DPCC ","pm10",114,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-04-10 23:45:00,2020-04-11,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"40","DTU, Delhi - CPCB","pm10",117,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-04-10 23:45:00,2020-04-11,"Delhi","DTU%2C+Delhi+-+CPCB"
"41","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm10",130,"µg/m³","IN","Delhi",28.498571,77.26484,2020-04-10 23:45:00,2020-04-11,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"42","Ashok Vihar, Delhi - DPCC","pm10",172,"µg/m³","IN","Delhi",28.695381,77.181665,2020-04-10 23:45:00,2020-04-11,"Delhi","Ashok+Vihar%2C+Delhi+-+DPCC"
"43","Major Dhyan Chand National Stadium, Delhi - DPCC","pm10",79,"µg/m³","IN","Delhi",28.611281,77.237738,2020-04-10 23:45:00,2020-04-11,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
"44","Wazirpur, Delhi - DPCC","pm10",173,"µg/m³","IN","Delhi",28.699793,77.165453,2020-04-10 23:45:00,2020-04-11,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"45","Mandir Marg, Delhi - DPCC","pm10",127,"µg/m³","IN","Delhi",28.636429,77.201067,2020-04-10 23:45:00,2020-04-11,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"46","Vivek Vihar, Delhi - DPCC","pm10",233,"µg/m³","IN","Delhi",28.672342,77.31526,2020-04-10 23:30:00,2020-04-11,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"47","Ashok Vihar, Delhi - DPCC","pm10",172,"µg/m³","IN","Delhi",28.695381,77.181665,2020-04-10 23:30:00,2020-04-11,"Delhi","Ashok+Vihar%2C+Delhi+-+DPCC"
"48","Sonia Vihar, Delhi - DPCC","pm10",147,"µg/m³","IN","Delhi",28.710508,77.249485,2020-04-10 23:30:00,2020-04-11,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"49","Sirifort, Delhi - CPCB","pm10",82,"µg/m³","IN","Delhi",28.5504249,77.2159377,2020-04-10 23:30:00,2020-04-11,"Delhi","Sirifort%2C+Delhi+-+CPCB"
"50","Mandir Marg, Delhi - DPCC","pm10",127,"µg/m³","IN","Delhi",28.636429,77.201067,2020-04-10 23:30:00,2020-04-11,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"51","R K Puram, Delhi - DPCC","pm10",95,"µg/m³","IN","Delhi",28.563262,77.186937,2020-04-10 23:30:00,2020-04-11,"Delhi","R+K+Puram%2C+Delhi+-+DPCC"
"52","DTU, Delhi - CPCB","pm10",117,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-04-10 23:30:00,2020-04-11,"Delhi","DTU%2C+Delhi+-+CPCB"
"53","North Campus, DU, Delhi - IMD","pm10",171.5,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-04-10 23:30:00,2020-04-11,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"54","CRRI Mathura Road, Delhi - IMD","pm10",153.35,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-04-10 23:30:00,2020-04-11,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"55","Aya Nagar, Delhi - IMD","pm10",81.2,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-04-10 23:30:00,2020-04-11,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
