"","location","parameter","value","unit","country","city","latitude","longitude","dateUTC","dateLocal","cityURL","locationURL"
"1","Major Dhyan Chand National Stadium, Delhi - DPCC","pm25",19,"µg/m³","IN","Delhi",28.611281,77.237738,2020-04-18 00:00:00,2020-04-18,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
"2","North Campus, DU, Delhi - IMD","pm25",50.53,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-04-18 00:00:00,2020-04-18,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"3","Mandir Marg, Delhi - DPCC","pm25",13,"µg/m³","IN","Delhi",28.636429,77.201067,2020-04-18 00:00:00,2020-04-18,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"4","Lodhi Road, Delhi - IMD","pm25",-10.65,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-04-18 00:00:00,2020-04-18,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"5","IHBAS, Dilshad Garden, Delhi - CPCB","pm25",11.4,"µg/m³","IN","Delhi",28.6811736,77.3025234,2020-04-18 00:00:00,2020-04-18,"Delhi","IHBAS%2C+Dilshad+Garden%2C+Delhi+-+CPCB"
"6","Aya Nagar, Delhi - IMD","pm25",8.27,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-04-18 00:00:00,2020-04-18,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"7","Jawaharlal Nehru Stadium, Delhi - DPCC","pm25",18,"µg/m³","IN","Delhi",28.58028,77.233829,2020-04-18 00:00:00,2020-04-18,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"8","R K Puram, Delhi - DPCC","pm25",14,"µg/m³","IN","Delhi",28.563262,77.186937,2020-04-18 00:00:00,2020-04-18,"Delhi","R+K+Puram%2C+Delhi+-+DPCC"
"9","NSIT Dwarka, Delhi - CPCB","pm25",0,"µg/m³","IN","Delhi",28.60909,77.0325413,2020-04-18 00:00:00,2020-04-18,"Delhi","NSIT+Dwarka%2C+Delhi+-+CPCB"
"10","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm25",24,"µg/m³","IN","Delhi",28.498571,77.26484,2020-04-18 00:00:00,2020-04-18,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"11","Dwarka-Sector 8, Delhi - DPCC ","pm25",25,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-04-18 00:00:00,2020-04-18,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"12","CRRI Mathura Road, Delhi - IMD","pm25",37.84,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-04-18 00:00:00,2020-04-18,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"13","Wazirpur, Delhi - DPCC","pm25",22,"µg/m³","IN","Delhi",28.699793,77.165453,2020-04-18 00:00:00,2020-04-18,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"14","Shadipur, Delhi - CPCB","pm25",12.12,"µg/m³","IN","Delhi",28.6514781,77.1473105,2020-04-18 00:00:00,2020-04-18,"Delhi","Shadipur%2C+Delhi+-+CPCB"
"15","DTU, Delhi - CPCB","pm25",35.05,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-04-18 00:00:00,2020-04-18,"Delhi","DTU%2C+Delhi+-+CPCB"
"16","IGI Airport (T3), Delhi - IMD","pm25",23.61,"µg/m³","IN","Delhi",28.5627763,77.1180053,2020-04-18 00:00:00,2020-04-18,"Delhi","IGI+Airport+%28T3%29%2C+Delhi+-+IMD"
"17","ITO, Delhi - CPCB","pm25",109,"µg/m³","IN","Delhi",28.628624,77.24106,2020-04-18 00:00:00,2020-04-18,"Delhi","ITO%2C+Delhi+-+CPCB"
"18","Vivek Vihar, Delhi - DPCC","pm25",20,"µg/m³","IN","Delhi",28.672342,77.31526,2020-04-18 00:00:00,2020-04-18,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"19","Okhla Phase-2, Delhi - DPCC","pm25",28,"µg/m³","IN","Delhi",28.530785,77.271255,2020-04-18 00:00:00,2020-04-18,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"20","Najafgarh, Delhi - DPCC","pm25",24,"µg/m³","IN","Delhi",28.570173,76.933762,2020-04-18 00:00:00,2020-04-18,"Delhi","Najafgarh%2C+Delhi+-+DPCC"
"21","Ashok Vihar, Delhi - DPCC","pm25",27,"µg/m³","IN","Delhi",28.695381,77.181665,2020-04-18 00:00:00,2020-04-18,"Delhi","Ashok+Vihar%2C+Delhi+-+DPCC"
"22","Rohini, Delhi - DPCC","pm25",34,"µg/m³","IN","Delhi",28.732528,77.11992,2020-04-18 00:00:00,2020-04-18,"Delhi","Rohini%2C+Delhi+-+DPCC"
"23","CRRI Mathura Road, Delhi - IMD","pm25",23.62,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-04-17 23:45:00,2020-04-18,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"24","NSIT Dwarka, Delhi - CPCB","pm25",54.61,"µg/m³","IN","Delhi",28.60909,77.0325413,2020-04-17 23:45:00,2020-04-18,"Delhi","NSIT+Dwarka%2C+Delhi+-+CPCB"
"25","Wazirpur, Delhi - DPCC","pm25",31,"µg/m³","IN","Delhi",28.699793,77.165453,2020-04-17 23:45:00,2020-04-18,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"26","Najafgarh, Delhi - DPCC","pm25",25,"µg/m³","IN","Delhi",28.570173,76.933762,2020-04-17 23:45:00,2020-04-18,"Delhi","Najafgarh%2C+Delhi+-+DPCC"
"27","Ashok Vihar, Delhi - DPCC","pm25",27,"µg/m³","IN","Delhi",28.695381,77.181665,2020-04-17 23:45:00,2020-04-18,"Delhi","Ashok+Vihar%2C+Delhi+-+DPCC"
"28","DTU, Delhi - CPCB","pm25",35.05,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-04-17 23:45:00,2020-04-18,"Delhi","DTU%2C+Delhi+-+CPCB"
"29","ITO, Delhi - CPCB","pm25",108,"µg/m³","IN","Delhi",28.628624,77.24106,2020-04-17 23:45:00,2020-04-18,"Delhi","ITO%2C+Delhi+-+CPCB"
"30","Major Dhyan Chand National Stadium, Delhi - DPCC","pm25",19,"µg/m³","IN","Delhi",28.611281,77.237738,2020-04-17 23:45:00,2020-04-18,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
"31","Rohini, Delhi - DPCC","pm25",34,"µg/m³","IN","Delhi",28.732528,77.11992,2020-04-17 23:45:00,2020-04-18,"Delhi","Rohini%2C+Delhi+-+DPCC"
"32","Lodhi Road, Delhi - IMD","pm25",-15.01,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-04-17 23:45:00,2020-04-18,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"33","Patparganj, Delhi - DPCC","pm25",18,"µg/m³","IN","Delhi",28.623748,77.287205,2020-04-17 23:45:00,2020-04-18,"Delhi","Patparganj%2C+Delhi+-+DPCC"
"34","Aya Nagar, Delhi - IMD","pm25",21.05,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-04-17 23:45:00,2020-04-18,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"35","Sonia Vihar, Delhi - DPCC","pm25",28,"µg/m³","IN","Delhi",28.710508,77.249485,2020-04-17 23:45:00,2020-04-18,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"36","Bawana, Delhi - DPCC","pm25",35,"µg/m³","IN","Delhi",28.7762,77.051074,2020-04-17 23:45:00,2020-04-18,"Delhi","Bawana%2C+Delhi+-+DPCC"
"37","R K Puram, Delhi - DPCC","pm25",14,"µg/m³","IN","Delhi",28.563262,77.186937,2020-04-17 23:45:00,2020-04-18,"Delhi","R+K+Puram%2C+Delhi+-+DPCC"
"38","North Campus, DU, Delhi - IMD","pm25",48.95,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-04-17 23:45:00,2020-04-18,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"39","Shadipur, Delhi - CPCB","pm25",12.12,"µg/m³","IN","Delhi",28.6514781,77.1473105,2020-04-17 23:45:00,2020-04-18,"Delhi","Shadipur%2C+Delhi+-+CPCB"
"40","IHBAS, Dilshad Garden, Delhi - CPCB","pm25",11.4,"µg/m³","IN","Delhi",28.6811736,77.3025234,2020-04-17 23:45:00,2020-04-18,"Delhi","IHBAS%2C+Dilshad+Garden%2C+Delhi+-+CPCB"
"41","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm25",24,"µg/m³","IN","Delhi",28.498571,77.26484,2020-04-17 23:45:00,2020-04-18,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"42","Okhla Phase-2, Delhi - DPCC","pm25",19,"µg/m³","IN","Delhi",28.530785,77.271255,2020-04-17 23:45:00,2020-04-18,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"43","Mandir Marg, Delhi - DPCC","pm25",13,"µg/m³","IN","Delhi",28.636429,77.201067,2020-04-17 23:45:00,2020-04-18,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"44","Jawaharlal Nehru Stadium, Delhi - DPCC","pm25",18,"µg/m³","IN","Delhi",28.58028,77.233829,2020-04-17 23:45:00,2020-04-18,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"45","Vivek Vihar, Delhi - DPCC","pm25",20,"µg/m³","IN","Delhi",28.672342,77.31526,2020-04-17 23:45:00,2020-04-18,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"46","Dwarka-Sector 8, Delhi - DPCC ","pm25",25,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-04-17 23:45:00,2020-04-18,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"47","IHBAS, Dilshad Garden, Delhi - CPCB","pm25",11.4,"µg/m³","IN","Delhi",28.6811736,77.3025234,2020-04-17 23:30:00,2020-04-18,"Delhi","IHBAS%2C+Dilshad+Garden%2C+Delhi+-+CPCB"
"48","Vivek Vihar, Delhi - DPCC","pm25",20,"µg/m³","IN","Delhi",28.672342,77.31526,2020-04-17 23:30:00,2020-04-18,"Delhi","Vivek+Vihar%2C+Delhi+-+DPCC"
"49","Bawana, Delhi - DPCC","pm25",35,"µg/m³","IN","Delhi",28.7762,77.051074,2020-04-17 23:30:00,2020-04-18,"Delhi","Bawana%2C+Delhi+-+DPCC"
"50","Sonia Vihar, Delhi - DPCC","pm25",28,"µg/m³","IN","Delhi",28.710508,77.249485,2020-04-17 23:30:00,2020-04-18,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"51","Patparganj, Delhi - DPCC","pm25",18,"µg/m³","IN","Delhi",28.623748,77.287205,2020-04-17 23:30:00,2020-04-18,"Delhi","Patparganj%2C+Delhi+-+DPCC"
"52","Nehru Nagar, Delhi - DPCC","pm25",18,"µg/m³","IN","Delhi",28.56789,77.250515,2020-04-17 23:30:00,2020-04-18,"Delhi","Nehru+Nagar%2C+Delhi+-+DPCC"
"53","Rohini, Delhi - DPCC","pm25",34,"µg/m³","IN","Delhi",28.732528,77.11992,2020-04-17 23:30:00,2020-04-18,"Delhi","Rohini%2C+Delhi+-+DPCC"
"54","Jawaharlal Nehru Stadium, Delhi - DPCC","pm25",18,"µg/m³","IN","Delhi",28.58028,77.233829,2020-04-17 23:30:00,2020-04-18,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"55","Dwarka-Sector 8, Delhi - DPCC ","pm25",25,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-04-17 23:30:00,2020-04-18,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"56","Mandir Marg, Delhi - DPCC","pm25",13,"µg/m³","IN","Delhi",28.636429,77.201067,2020-04-17 23:30:00,2020-04-18,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"57","DTU, Delhi - CPCB","pm25",34.35,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-04-17 23:30:00,2020-04-18,"Delhi","DTU%2C+Delhi+-+CPCB"
"58","ITO, Delhi - CPCB","pm25",0,"µg/m³","IN","Delhi",28.628624,77.24106,2020-04-17 23:30:00,2020-04-18,"Delhi","ITO%2C+Delhi+-+CPCB"
"59","CRRI Mathura Road, Delhi - IMD","pm25",8.76,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-04-17 23:30:00,2020-04-18,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"60","Aya Nagar, Delhi - IMD","pm25",20.13,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-04-17 23:30:00,2020-04-18,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"61","Lodhi Road, Delhi - IMD","pm25",-18.57,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-04-17 23:30:00,2020-04-18,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"62","IGI Airport (T3), Delhi - IMD","pm25",25.49,"µg/m³","IN","Delhi",28.5627763,77.1180053,2020-04-17 23:30:00,2020-04-18,"Delhi","IGI+Airport+%28T3%29%2C+Delhi+-+IMD"
"63","US Diplomatic Post: New Delhi","pm25",26,"µg/m³","IN","Delhi",28.63576,77.22445,2020-04-17 23:30:00,2020-04-18,"Delhi","US+Diplomatic+Post%3A+New+Delhi"
"64","North Campus, DU, Delhi - IMD","pm25",46.4,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-04-17 23:30:00,2020-04-18,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"65","R K Puram, Delhi - DPCC","pm25",14,"µg/m³","IN","Delhi",28.563262,77.186937,2020-04-17 23:30:00,2020-04-18,"Delhi","R+K+Puram%2C+Delhi+-+DPCC"
"66","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm25",24,"µg/m³","IN","Delhi",28.498571,77.26484,2020-04-17 23:30:00,2020-04-18,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"67","Ashok Vihar, Delhi - DPCC","pm25",27,"µg/m³","IN","Delhi",28.695381,77.181665,2020-04-17 23:30:00,2020-04-18,"Delhi","Ashok+Vihar%2C+Delhi+-+DPCC"
"68","Najafgarh, Delhi - DPCC","pm25",25,"µg/m³","IN","Delhi",28.570173,76.933762,2020-04-17 23:30:00,2020-04-18,"Delhi","Najafgarh%2C+Delhi+-+DPCC"
