"","location","parameter","value","unit","country","city","latitude","longitude","dateUTC","dateLocal","cityURL","locationURL"
"1","IHBAS, Dilshad Garden, Delhi - CPCB","pm25",10.3,"µg/m³","IN","Delhi",28.6811736,77.3025234,2020-03-28 00:00:00,2020-03-28,"Delhi","IHBAS%2C+Dilshad+Garden%2C+Delhi+-+CPCB"
"2","Major Dhyan Chand National Stadium, Delhi - DPCC","pm25",11,"µg/m³","IN","Delhi",28.611281,77.237738,2020-03-28 00:00:00,2020-03-28,"Delhi","Major+Dhyan+Chand+National+Stadium%2C+Delhi+-+DPCC"
"3","Dwarka-Sector 8, Delhi - DPCC ","pm25",11,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-03-28 00:00:00,2020-03-28,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"4","Narela, Delhi - DPCC","pm25",39,"µg/m³","IN","Delhi",28.822836,77.101981,2020-03-28 00:00:00,2020-03-28,"Delhi","Narela%2C+Delhi+-+DPCC"
"5","Anand Vihar, Delhi - DPCC","pm25",9,"µg/m³","IN","Delhi",28.646835,77.316032,2020-03-28 00:00:00,2020-03-28,"Delhi","Anand+Vihar%2C+Delhi+-+DPCC"
"6","Punjabi Bagh, Delhi - DPCC","pm25",17,"µg/m³","IN","Delhi",28.674045,77.131023,2020-03-28 00:00:00,2020-03-28,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"7","Ashok Vihar, Delhi - DPCC","pm25",56,"µg/m³","IN","Delhi",28.695381,77.181665,2020-03-28 00:00:00,2020-03-28,"Delhi","Ashok+Vihar%2C+Delhi+-+DPCC"
"8","Mandir Marg, Delhi - DPCC","pm25",15,"µg/m³","IN","Delhi",28.636429,77.201067,2020-03-28 00:00:00,2020-03-28,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"9","Nehru Nagar, Delhi - DPCC","pm25",14,"µg/m³","IN","Delhi",28.56789,77.250515,2020-03-28 00:00:00,2020-03-28,"Delhi","Nehru+Nagar%2C+Delhi+-+DPCC"
"10","Okhla Phase-2, Delhi - DPCC","pm25",12,"µg/m³","IN","Delhi",28.530785,77.271255,2020-03-28 00:00:00,2020-03-28,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"11","R K Puram, Delhi - DPCC","pm25",18,"µg/m³","IN","Delhi",28.563262,77.186937,2020-03-28 00:00:00,2020-03-28,"Delhi","R+K+Puram%2C+Delhi+-+DPCC"
"12","DTU, Delhi - CPCB","pm25",999.99,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-03-28 00:00:00,2020-03-28,"Delhi","DTU%2C+Delhi+-+CPCB"
"13","IGI Airport (T3), Delhi - IMD","pm25",11.68,"µg/m³","IN","Delhi",28.5627763,77.1180053,2020-03-28 00:00:00,2020-03-28,"Delhi","IGI+Airport+%28T3%29%2C+Delhi+-+IMD"
"14","Lodhi Road, Delhi - IMD","pm25",14.12,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-03-28 00:00:00,2020-03-28,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"15","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm25",9,"µg/m³","IN","Delhi",28.498571,77.26484,2020-03-28 00:00:00,2020-03-28,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"16","Jawaharlal Nehru Stadium, Delhi - DPCC","pm25",11,"µg/m³","IN","Delhi",28.58028,77.233829,2020-03-28 00:00:00,2020-03-28,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
