"","location","parameter","value","unit","country","city","latitude","longitude","dateUTC","dateLocal","cityURL","locationURL"
"1","CRRI Mathura Road, Delhi - IMD","pm10",71.49,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-05-02 00:00:00,2020-05-02,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"2","North Campus, DU, Delhi - IMD","pm10",0,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-05-02 00:00:00,2020-05-02,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"3","ITO, Delhi - CPCB","pm10",199,"µg/m³","IN","Delhi",28.628624,77.24106,2020-05-02 00:00:00,2020-05-02,"Delhi","ITO%2C+Delhi+-+CPCB"
"4","DTU, Delhi - CPCB","pm10",78,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-05-02 00:00:00,2020-05-02,"Delhi","DTU%2C+Delhi+-+CPCB"
"5","Lodhi Road, Delhi - IMD","pm10",16.71,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-05-02 00:00:00,2020-05-02,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"6","Jawaharlal Nehru Stadium, Delhi - DPCC","pm10",94,"µg/m³","IN","Delhi",28.58028,77.233829,2020-05-02 00:00:00,2020-05-02,"Delhi","Jawaharlal+Nehru+Stadium%2C+Delhi+-+DPCC"
"7","Dwarka-Sector 8, Delhi - DPCC ","pm10",69,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-05-02 00:00:00,2020-05-02,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"8","Aya Nagar, Delhi - IMD","pm10",96.15,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-05-02 00:00:00,2020-05-02,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"9","North Campus, DU, Delhi - IMD","pm10",0,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-05-01 23:45:00,2020-05-02,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"10","CRRI Mathura Road, Delhi - IMD","pm10",76.79,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-05-01 23:45:00,2020-05-02,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"11","Mandir Marg, Delhi - DPCC","pm10",69,"µg/m³","IN","Delhi",28.636429,77.201067,2020-05-01 23:45:00,2020-05-02,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"12","R K Puram, Delhi - DPCC","pm10",57,"µg/m³","IN","Delhi",28.563262,77.186937,2020-05-01 23:45:00,2020-05-02,"Delhi","R+K+Puram%2C+Delhi+-+DPCC"
"13","Punjabi Bagh, Delhi - DPCC","pm10",77,"µg/m³","IN","Delhi",28.674045,77.131023,2020-05-01 23:45:00,2020-05-02,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"14","Dr. Karni Singh Shooting Range, Delhi - DPCC","pm10",79,"µg/m³","IN","Delhi",28.498571,77.26484,2020-05-01 23:45:00,2020-05-02,"Delhi","Dr.+Karni+Singh+Shooting+Range%2C+Delhi+-+DPCC"
"15","Lodhi Road, Delhi - IMD","pm10",10.61,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-05-01 23:45:00,2020-05-02,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"16","Aya Nagar, Delhi - IMD","pm10",87.61,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-05-01 23:45:00,2020-05-02,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"17","Jahangirpuri, Delhi - DPCC","pm10",77,"µg/m³","IN","Delhi",28.73282,77.170633,2020-05-01 23:45:00,2020-05-02,"Delhi","Jahangirpuri%2C+Delhi+-+DPCC"
"18","DTU, Delhi - CPCB","pm10",78,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-05-01 23:30:00,2020-05-02,"Delhi","DTU%2C+Delhi+-+CPCB"
