"","location","parameter","value","unit","country","city","latitude","longitude","dateUTC","dateLocal","cityURL","locationURL"
"1","Dwarka-Sector 8, Delhi - DPCC ","pm10",41,"µg/m³","IN","Delhi",28.5710274,77.0719006,2020-03-14 00:00:00,2020-03-14,"Delhi","Dwarka-Sector+8%2C+Delhi+-+DPCC+"
"2","Najafgarh, Delhi - DPCC","pm10",205,"µg/m³","IN","Delhi",28.570173,76.933762,2020-03-14 00:00:00,2020-03-14,"Delhi","Najafgarh%2C+Delhi+-+DPCC"
"3","Narela, Delhi - DPCC","pm10",84,"µg/m³","IN","Delhi",28.822836,77.101981,2020-03-14 00:00:00,2020-03-14,"Delhi","Narela%2C+Delhi+-+DPCC"
"4","Alipur, Delhi - DPCC","pm10",53,"µg/m³","IN","Delhi",28.815329,77.15301,2020-03-14 00:00:00,2020-03-14,"Delhi","Alipur%2C+Delhi+-+DPCC"
"5","Patparganj, Delhi - DPCC","pm10",36,"µg/m³","IN","Delhi",28.623748,77.287205,2020-03-14 00:00:00,2020-03-14,"Delhi","Patparganj%2C+Delhi+-+DPCC"
"6","CRRI Mathura Road, Delhi - IMD","pm10",59.55,"µg/m³","IN","Delhi",28.5512005,77.2735737,2020-03-14 00:00:00,2020-03-14,"Delhi","CRRI+Mathura+Road%2C+Delhi+-+IMD"
"7","North Campus, DU, Delhi - IMD","pm10",43.83,"µg/m³","IN","Delhi",28.6573814,77.1585447,2020-03-14 00:00:00,2020-03-14,"Delhi","North+Campus%2C+DU%2C+Delhi+-+IMD"
"8","Mundka, Delhi - DPCC","pm10",68,"µg/m³","IN","Delhi",28.684678,77.076574,2020-03-14 00:00:00,2020-03-14,"Delhi","Mundka%2C+Delhi+-+DPCC"
"9","Nehru Nagar, Delhi - DPCC","pm10",53,"µg/m³","IN","Delhi",28.56789,77.250515,2020-03-14 00:00:00,2020-03-14,"Delhi","Nehru+Nagar%2C+Delhi+-+DPCC"
"10","IGI Airport (T3), Delhi - IMD","pm10",49.26,"µg/m³","IN","Delhi",28.5627763,77.1180053,2020-03-14 00:00:00,2020-03-14,"Delhi","IGI+Airport+%28T3%29%2C+Delhi+-+IMD"
"11","ITO, Delhi - CPCB","pm10",64,"µg/m³","IN","Delhi",28.628624,77.24106,2020-03-14 00:00:00,2020-03-14,"Delhi","ITO%2C+Delhi+-+CPCB"
"12","Rohini, Delhi - DPCC","pm10",59,"µg/m³","IN","Delhi",28.732528,77.11992,2020-03-14 00:00:00,2020-03-14,"Delhi","Rohini%2C+Delhi+-+DPCC"
"13","Sonia Vihar, Delhi - DPCC","pm10",61,"µg/m³","IN","Delhi",28.710508,77.249485,2020-03-14 00:00:00,2020-03-14,"Delhi","Sonia+Vihar%2C+Delhi+-+DPCC"
"14","Mandir Marg, Delhi - DPCC","pm10",64,"µg/m³","IN","Delhi",28.636429,77.201067,2020-03-14 00:00:00,2020-03-14,"Delhi","Mandir+Marg%2C+Delhi+-+DPCC"
"15","Aya Nagar, Delhi - IMD","pm10",57.77,"µg/m³","IN","Delhi",28.4706914,77.1099364,2020-03-14 00:00:00,2020-03-14,"Delhi","Aya+Nagar%2C+Delhi+-+IMD"
"16","DTU, Delhi - CPCB","pm10",58,"µg/m³","IN","Delhi",28.7500499,77.1112615,2020-03-14 00:00:00,2020-03-14,"Delhi","DTU%2C+Delhi+-+CPCB"
"17","Punjabi Bagh, Delhi - DPCC","pm10",73,"µg/m³","IN","Delhi",28.674045,77.131023,2020-03-14 00:00:00,2020-03-14,"Delhi","Punjabi+Bagh%2C+Delhi+-+DPCC"
"18","Wazirpur, Delhi - DPCC","pm10",58,"µg/m³","IN","Delhi",28.699793,77.165453,2020-03-14 00:00:00,2020-03-14,"Delhi","Wazirpur%2C+Delhi+-+DPCC"
"19","Okhla Phase-2, Delhi - DPCC","pm10",45,"µg/m³","IN","Delhi",28.530785,77.271255,2020-03-14 00:00:00,2020-03-14,"Delhi","Okhla+Phase-2%2C+Delhi+-+DPCC"
"20","Pusa, Delhi - IMD","pm10",55.36,"µg/m³","IN","Delhi",28.639645,77.146263,2020-03-14 00:00:00,2020-03-14,"Delhi","Pusa%2C+Delhi+-+IMD"
"21","Sri Aurobindo Marg, Delhi - DPCC","pm10",40,"µg/m³","IN","Delhi",28.531346,77.190156,2020-03-14 00:00:00,2020-03-14,"Delhi","Sri+Aurobindo+Marg%2C+Delhi+-+DPCC"
"22","Lodhi Road, Delhi - IMD","pm10",53.46,"µg/m³","IN","Delhi",28.5918245,77.2273074,2020-03-14 00:00:00,2020-03-14,"Delhi","Lodhi+Road%2C+Delhi+-+IMD"
"23","Anand Vihar, Delhi - DPCC","pm10",63,"µg/m³","IN","Delhi",28.646835,77.316032,2020-03-14 00:00:00,2020-03-14,"Delhi","Anand+Vihar%2C+Delhi+-+DPCC"
"24","R K Puram, Delhi - DPCC","pm10",44,"µg/m³","IN","Delhi",28.563262,77.186937,2020-03-14 00:00:00,2020-03-14,"Delhi","R+K+Puram%2C+Delhi+-+DPCC"
